id,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified
8323087,6243356,Kristin,2013-05-05,"Austin, Texas, United States",within a day,100%,0%,f,Zilker,2.0,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t
5374688,24858457,Kate,2014-12-15,"Austin, Texas, United States",within an hour,100%,100%,f,South Lamar,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
325889,1666874,Abbie & Brian,2012-01-29,"Austin, Texas, United States",within a day,100%,,f,Bouldin Creek,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
7787903,11404552,Brandon,2014-01-17,"Austin, Texas, United States",within an hour,100%,64%,f,South First,1.0,"['email', 'phone', 'reviews', 'jumio', 'kba']",t,t
934247,1273375,Elizabeth,2011-10-10,"Chicago, Illinois, United States",,,,f,Travis Heights,1.0,"['email', 'phone']",t,f
4129565,21128094,Bob & Pam,2014-09-09,"Austin, Texas, United States",within an hour,100%,50%,f,Galindo,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,t
668941,1710302,Lindsay,2012-02-06,"Austin, Texas, United States",within a few hours,95%,84%,f,Clarksville,11.0,"['phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,f
658066,3179702,Cathy,2012-08-06,"Austin, Texas, United States",,,,f,Barton Hills,1.0,"['email', 'phone', 'reviews']",t,f
5319366,3932830,Kim,2012-10-21,"Austin, Texas, United States",,,,f,,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
1704436,8428581,Brunson,2013-08-26,"Austin, Texas, United States",within a day,50%,,f,Travis Heights,1.0,"['email', 'phone', 'reviews', 'kba']",t,t
21126,80406,Dani,2010-02-11,"Austin, Texas, United States",within an hour,100%,85%,t,Travis Heights,10.0,"['email', 'phone', 'linkedin', 'reviews', 'sent_id', 'kba']",t,t
381240,1887493,Susan,2012-03-08,"Austin, Texas, United States",,,,f,Travis Heights,2.0,"['email', 'phone', 'reviews', 'kba']",t,t
5571857,28887366,Jenna,2015-03-06,US,within an hour,100%,33%,f,Travis Heights,5.0,"['email', 'phone', 'reviews']",t,f
4347371,5277430,Vanessa,2013-03-01,"San Antonio, Texas, United States",within a day,100%,,f,Travis Heights,1.0,"['email', 'phone', 'reviews']",t,f
5180180,24457645,Tina,2014-12-03,US,within a day,80%,100%,f,Zilker,2.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t
2918188,4641823,Erica,2013-01-09,"Austin, Texas, United States",within a few hours,100%,88%,f,Upper Boggy Creek,339.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t
2056845,1518835,Russ,2011-12-19,"Santa Rosa, California, United States",within a day,100%,57%,t,Bouldin Creek,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
8487747,44228119,Lusi,2015-09-15,,,,,f,,1.0,['phone'],t,f
7969462,42052367,Will,2015-08-20,US,within an hour,100%,100%,t,,1.0,"['email', 'phone', 'reviews']",t,f
666423,2350380,Nessa,2012-05-11,"Austin, Texas, United States",within a few hours,90%,100%,f,Zilker,3.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
5933708,14880215,Jill,2014-04-29,"Austin, Texas, United States",,,,f,South Lamar,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
8355635,44041833,Courtney,2015-09-12,US,within an hour,100%,100%,f,South Lamar,1.0,"['email', 'phone', 'reviews', 'kba']",t,t
8455007,37191270,Cali,2015-06-30,"Austin, Texas, United States",within a few hours,100%,75%,f,Travis Heights,1.0,"['email', 'phone', 'reviews']",t,f
1801078,1003974,Kay,2011-08-22,"Austin, Texas, United States",within an hour,100%,,f,Travis Heights,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
7320395,11761127,Mary,2014-01-29,"Austin, Texas, United States",within a day,50%,,f,Travis Heights,1.0,"['email', 'phone']",t,f
8321562,11067414,Yusaf & Heather,2014-01-06,US,within an hour,100%,89%,f,Travis Heights,3.0,"['email', 'phone', 'reviews', 'kba']",t,t
540377,989596,John,2011-08-18,"Austin, Texas, United States",within an hour,100%,100%,t,Travis Heights,2.0,"['email', 'phone', 'facebook', 'reviews']",t,f
2356432,12033240,Valentina,2014-02-07,"Austin, Texas, United States",,,,f,Travis Heights,1.0,"['email', 'phone', 'kba']",t,f
1868668,4641823,Erica,2013-01-09,"Austin, Texas, United States",within a few hours,100%,88%,f,Upper Boggy Creek,339.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t
5532027,28686879,Jillian,2015-03-03,US,,,,f,Travis Heights,1.0,"['email', 'phone']",t,f
4235007,17120177,Krystal,2014-06-22,"Austin, Texas, United States",within an hour,100%,100%,f,South Lamar,1.0,"['email', 'phone', 'reviews', 'kba']",t,t
2326028,11881904,Ben,2014-02-02,"Austin, Texas, United States",,,,f,Travis Heights,1.0,"['email', 'phone']",t,f
5259718,1523587,Dallas,2011-12-21,"Austin, Texas, United States",within an hour,96%,96%,t,St. Edwards,12.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews']",t,f
8558348,1739801,Terrance,2012-02-12,"Austin, Texas, United States",within an hour,96%,93%,t,Dawson,12.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,t
7818596,41162570,Kelsey,2015-08-11,US,within a day,100%,100%,f,,1.0,"['phone', 'reviews']",t,f
5617900,21338928,Angee,2014-09-14,"Austin, Texas, United States",,,,f,Barton Hills,1.0,"['email', 'phone', 'reviews']",t,f
4881360,1488733,Brooke,2011-12-09,"Austin, Texas, United States",within a day,54%,93%,f,Zilker,21.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t
4598447,9711705,Anna,2013-10-30,"Austin, Texas, United States",within an hour,100%,100%,t,South Lamar,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
5466206,28349618,Caitlin,2015-02-25,"Austin, Texas, United States",,,,f,Barton Hills,1.0,"['email', 'phone', 'facebook', 'google', 'kba']",t,t
5806636,579290,Jay,2011-05-11,"Austin, Texas, United States",within a few hours,87%,80%,f,Downtown,19.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t
1147858,5292474,Daris And Tom,2013-03-02,"Austin, Texas, United States",,,,f,Barton Hills,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
5297978,12775709,Emily,2014-03-03,US,,,,f,Travis Heights,1.0,"['phone', 'reviews']",t,f
2436752,3273010,Anna,2012-08-15,"Austin, Texas, United States",,,,f,Travis Heights,1.0,"['email', 'phone', 'reviews', 'kba']",t,t
4891104,25165578,Amy,2014-12-24,"Austin, Texas, United States",,,,f,Travis Heights,2.0,"['email', 'phone', 'facebook', 'google', 'kba']",t,t
14765,57982,Charla,2009-11-27,"Austin, Texas, United States",within a few hours,100%,57%,f,Travis Heights,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
4564343,2821645,Lan,2012-07-03,"Austin, Texas, United States",within an hour,100%,86%,f,South First,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
3967679,13487539,Kristina,2014-03-24,"Austin, Texas, United States",,,,f,Galindo,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t
2487865,12698299,Delfin,2014-03-01,"Austin, Texas, United States",,,,f,Barton Hills,1.0,"['email', 'phone', 'linkedin', 'jumio']",t,t
8389620,23299520,Jennifer,2014-11-03,"Austin, Texas, United States",within a day,75%,86%,f,Barton Hills,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
7748653,40732518,Adam,2015-08-06,US,within a few hours,100%,100%,f,South Lamar,1.0,"['email', 'phone', 'reviews']",t,f
7033887,37329,Jill,2009-09-09,"Austin, Texas, United States",within an hour,100%,84%,t,Dawson,6.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
5374761,20915281,Cale,2014-09-03,US,within a day,100%,100%,f,South Lamar,1.0,"['email', 'phone', 'reviews']",t,f
4025723,5440877,Bradley,2013-03-13,"Austin, Texas, United States",within a few hours,90%,83%,f,South Lamar,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t
5480221,2116848,Lindsay,2012-04-11,"Austin, Texas, United States",within a day,100%,,f,South Lamar,2.0,"['email', 'phone', 'reviews', 'kba']",t,t
931516,5017891,Shirley,2013-02-08,"Austin, Texas, United States",,,,f,Travis Heights,1.0,"['email', 'phone']",t,f
6993283,5220822,Jammin,2013-02-25,"Austin, Texas, United States",within a few hours,100%,50%,f,South Lamar,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
355232,1798084,Jeffrey,2012-02-23,"Austin, Texas, United States",,,,f,Travis Heights,1.0,"['email', 'phone', 'reviews', 'kba']",t,t
5340114,22299444,Adam,2014-10-08,"Austin, Texas, United States",within an hour,100%,85%,f,Travis Heights,8.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'jumio']",t,t
5511535,28227068,Dyanna,2015-02-23,"Austin, Texas, United States",within an hour,100%,100%,f,South Lamar,1.0,"['email', 'phone', 'reviews']",t,f
676960,3441436,Meredith,2012-09-01,"Austin, Texas, United States",,,,f,Travis Heights,1.0,"['email', 'phone', 'facebook']",t,f
14577,57304,Bj,2009-11-24,"Austin, Texas, United States",within a few hours,93%,33%,f,Travis Heights,4.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
7635305,40056211,Nora,2015-07-30,"Austin, Texas, United States",within a day,100%,,f,Travis Heights,1.0,"['email', 'phone', 'google', 'kba']",t,t
5362539,18361477,Graham,2014-07-19,"Austin, Texas, United States",,,,f,South First,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
2535565,12984384,Jaime,2014-03-10,"Austin, Texas, United States",,,,f,Travis Heights,1.0,"['email', 'phone']",t,f
2489396,12520917,Caitrin,2014-02-24,"Austin, Texas, United States",within a day,70%,75%,f,Travis Heights,2.0,"['email', 'phone', 'reviews', 'kba']",t,t
2386416,10731472,Larkspur,2013-12-20,"Austin, Texas, United States",,,,f,Travis Heights,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
3151369,7797579,Richard,2013-07-29,"Austin, Texas, United States",within an hour,100%,,f,South Congress,2.0,"['email', 'phone', 'reviews', 'jumio']",t,t
4754115,3847176,Jonathan,2012-10-12,"Berkeley, California, United States",within an hour,100%,100%,f,Galindo,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
776649,1101753,John & Tina,2011-09-02,"Austin, Texas, United States",a few days or more,40%,100%,f,Travis Heights,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
8634046,45399778,Van Jameson,2015-09-29,US,within an hour,100%,100%,f,Barton Hills,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t
2355603,1777351,Leah,2012-02-19,"Austin, Texas, United States",within a day,100%,,f,Travis Heights,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
280450,57304,Bj,2009-11-24,"Austin, Texas, United States",within a few hours,93%,33%,f,Travis Heights,4.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
8615089,44307353,Abigail,2015-09-15,"Austin, Texas, United States",within an hour,100%,100%,f,Galindo,1.0,"['email', 'phone', 'reviews']",t,f
8521285,13208189,Bret,2014-03-17,"Austin, Texas, United States",within a few hours,87%,71%,f,Travis Heights,6.0,"['email', 'phone', 'reviews', 'kba']",t,t
280457,57304,Bj,2009-11-24,"Austin, Texas, United States",within a few hours,93%,33%,f,Travis Heights,4.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
5041559,26029087,Michael,2015-01-12,"Austin, Texas, United States",within an hour,100%,100%,f,Barton Hills,2.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t
8485494,13520055,John-Paxton,2014-03-25,"Austin, Texas, United States",,,,f,,1.0,"['email', 'phone', 'facebook']",t,f
6995128,728636,Collin,2011-06-21,"Austin, Texas, United States",within a day,50%,100%,f,South First,1.0,"['email', 'phone', 'reviews', 'kba']",t,t
4703527,579290,Jay,2011-05-11,"Austin, Texas, United States",within a few hours,87%,80%,f,Downtown,19.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t
2396602,5196648,Hayley & Anthony,2013-02-23,"Austin, Texas, United States",within a day,100%,100%,t,Dawson,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
1221070,4150951,Tony,2012-11-14,"Austin, Texas, United States",within an hour,100%,97%,f,Dawson,4.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
4403427,22857707,Miles,2014-10-22,"Austin, Texas, United States",within a day,97%,81%,f,South Congress,7.0,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t
2200205,6386445,Nan,2013-05-14,"Austin, Texas, United States",within an hour,100%,100%,t,South Congress,2.0,"['email', 'phone', 'reviews', 'jumio', 'kba']",t,t
587572,7976770,Andrew,2013-08-06,"Sugar Land, Texas, United States",within an hour,90%,100%,f,Bouldin Creek,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
5928354,30781188,Joe,2015-04-07,US,,,,f,Bouldin Creek,1.0,"['email', 'phone', 'google', 'linkedin', 'jumio']",t,t
8389915,44207918,David & Ellen,2015-09-14,"Austin, Texas, United States",within an hour,100%,100%,f,South First,1.0,"['email', 'phone', 'reviews']",t,f
4786928,24673370,Alison,2014-12-09,"Austin, Texas, United States",,,,f,Zilker,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,t
4032235,37329,Jill,2009-09-09,"Austin, Texas, United States",within an hour,100%,84%,t,Dawson,6.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
70812,268988,Stephanie,2010-10-23,"Austin, Texas, United States",within a few hours,90%,95%,t,South Congress,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
7955026,4994373,Mason,2013-02-06,"Sunset Valley, Texas, United States",within a few hours,90%,100%,f,Westgate,2.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t
1861421,9710190,Royce,2013-10-29,"Austin, Texas, United States",within a few hours,80%,82%,f,Bouldin Creek,1.0,"['email', 'phone', 'reviews']",t,f
5499190,26425340,Christina,2015-01-20,"Austin, Texas, United States",within a day,100%,75%,t,South Lamar,1.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t
7171128,22857707,Miles,2014-10-22,"Austin, Texas, United States",within a day,97%,81%,f,South Congress,7.0,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t
5535028,27359202,Ryan,2015-02-07,"Austin, Texas, United States",within an hour,100%,,f,South Lamar,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
2617493,12333959,John,2014-02-17,"Austin, Texas, United States",within an hour,100%,100%,t,Kaanapali,2.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'kba']",t,t
715170,1786728,Holly,2012-02-21,"Austin, Texas, United States",within a day,90%,73%,t,Bouldin Creek,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",t,t
8338265,43952518,Paul,2015-09-11,"Austin, Texas, United States",within a few hours,80%,100%,f,South Lamar,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,t
1592065,8289500,Desirae,2013-08-20,"Austin, Texas, United States",within an hour,100%,89%,f,Bouldin Creek,1.0,"['email', 'phone', 'reviews', 'kba']",t,t
5231950,26497084,Morgan,2015-01-21,"Austin, Texas, United States",within a day,100%,0%,f,Bouldin Creek,1.0,"['email', 'phone', 'facebook', 'kba']",t,t
4453016,22857707,Miles,2014-10-22,"Austin, Texas, United States",within a day,97%,81%,f,South Congress,7.0,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t
6325661,9068432,Tom,2013-09-26,"Austin, Texas, United States",,,,f,South Lamar,1.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'kba']",t,t
7818619,41162861,Max,2015-08-11,"Austin, Texas, United States",within an hour,100%,100%,f,South Lamar,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
5682215,45418,Pauline,2009-10-12,"Austin, Texas, United States",within an hour,100%,100%,f,St. Edwards,3.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
8459671,306395,Tara,2010-12-01,"Austin, Texas, United States",within a day,90%,100%,f,Bouldin Creek,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
5363743,27754713,Rhonda,2015-02-14,"Austin, Texas, United States",,,,f,Bouldin Creek,1.0,"['email', 'phone', 'facebook', 'jumio']",t,t
7351170,23875599,Marwa & Alex,2014-11-17,"Austin, Texas, United States",within an hour,100%,94%,f,South Lamar,1.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t
8916679,4190698,Michael,2012-11-19,"Austin, Texas, United States",,,,f,Barton Hills,1.0,"['email', 'phone', 'linkedin', 'kba']",t,t
8480556,44664003,Tobin,2015-09-20,"Austin, Texas, United States",within a few hours,100%,100%,f,South Lamar,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t
4137101,21462194,Joaquin,2014-09-17,"Austin, Texas, United States",,,,f,Barton Hills,1.0,"['email', 'phone', 'linkedin', 'jumio']",t,t
8666522,45529927,Natalie,2015-10-01,US,within an hour,100%,100%,f,South First,1.0,"['email', 'phone', 'linkedin', 'kba']",t,t
2210299,4150951,Tony,2012-11-14,"Austin, Texas, United States",within an hour,100%,97%,f,Dawson,4.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
7308730,6488021,Dawn,2013-05-20,"Austin, Texas, United States",within an hour,100%,100%,f,Dawson,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,t
5455158,2704090,Sean,2012-06-21,"Austin, Texas, United States",within a few hours,100%,100%,f,South First,1.0,"['phone', 'facebook', 'reviews', 'kba']",t,f
3361161,579290,Jay,2011-05-11,"Austin, Texas, United States",within a few hours,87%,80%,f,Downtown,19.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t
8532925,44927476,Mili,2015-09-23,US,within a day,100%,100%,f,South Lamar,1.0,"['email', 'phone', 'reviews']",t,f
8402063,18081656,Austin,2014-07-14,"Austin, Texas, United States",within an hour,100%,100%,f,,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
2488976,6091604,Neeraj,2013-04-25,"Austin, Texas, United States",within a few hours,80%,100%,f,Zilker,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
1920342,88309,Shannon,2010-03-04,"Austin, Texas, United States",within an hour,100%,83%,f,Bouldin Creek,2.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']",t,t
4174499,21661527,Anthony,2014-09-22,"Austin, Texas, United States",within a few hours,100%,97%,f,Dawson,4.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
8831082,46253855,Federico,2015-10-10,"Austin, Texas, United States",within an hour,100%,100%,f,Barton Hills,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
8597677,42489641,Meaghan,2015-08-25,"Austin, Texas, United States",within a few hours,93%,100%,f,South Congress,2.0,"['email', 'phone', 'reviews', 'jumio']",t,t
2142336,4641823,Erica,2013-01-09,"Austin, Texas, United States",within a few hours,100%,88%,f,Upper Boggy Creek,339.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t
8337430,43948431,Amanda,2015-09-11,US,within a few hours,80%,89%,f,,1.0,"['email', 'phone', 'reviews']",t,f
4304020,22341706,Chris & Kristin,2014-10-09,"Austin, Texas, United States",,,,f,Dawson,1.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t
5445354,1818782,Jeremy,2012-02-27,"Austin, Texas, United States",,,,f,South First,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
5414630,28068645,Jessi,2015-02-20,"Austin, Texas, United States",within a few hours,90%,100%,f,South Lamar,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
5250965,4641823,Erica,2013-01-09,"Austin, Texas, United States",within a few hours,100%,88%,f,Upper Boggy Creek,339.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t
5651232,14816826,Jessie,2014-04-27,"Austin, Texas, United States",within a day,100%,100%,t,Dawson,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
4249149,21500228,Ryan,2014-09-18,"Austin, Texas, United States",within an hour,90%,100%,t,South Congress,1.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",t,t
7383664,31148752,Bo,2015-04-13,US,within a few hours,98%,81%,f,Holly,301.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",t,t
1183604,6200508,Valerie & Joel,2013-05-02,"Austin, Texas, United States",within a few hours,86%,100%,f,Dawson,2.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",t,t
7775305,1739801,Terrance,2012-02-12,"Austin, Texas, United States",within an hour,96%,93%,t,Dawson,12.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,t
7763212,2759607,Brittany,2012-06-27,"Austin, Texas, United States",within an hour,100%,100%,f,South Lamar,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
8548763,27426313,Leslie,2015-02-08,"Austin, Texas, United States",within a few hours,100%,100%,f,Zilker,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
892124,4740421,Dan,2013-01-17,"Austin, Texas, United States",within an hour,100%,89%,t,South Lamar,1.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']",t,t
2104280,1488733,Brooke,2011-12-09,"Austin, Texas, United States",within a day,54%,93%,f,Zilker,21.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t
4134085,4641823,Erica,2013-01-09,"Austin, Texas, United States",within a few hours,100%,88%,f,Upper Boggy Creek,339.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t
4930273,25397670,Christian,2014-12-30,"Dallas, Texas, United States",within a few hours,80%,100%,f,South Lamar,1.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",t,t
5126182,7125247,Katie,2013-06-26,"Austin, Texas, United States",,,,f,Zilker,1.0,"['email', 'phone', 'facebook', 'kba']",t,t
5454366,28288447,Jason,2015-02-24,"Austin, Texas, United States",within a few hours,100%,100%,f,South Lamar,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",t,t
4233053,3001551,Kelly,2012-07-20,"Austin, Texas, United States",within a day,100%,50%,f,,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
8671878,45551075,Reggie,2015-10-01,US,within a few hours,100%,100%,f,Zilker,1.0,"['email', 'phone']",t,f
6328166,32936279,Joseph,2015-05-08,"Round Rock, Texas, United States",,,,f,South First,1.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t
1003775,3519197,Vicky,2012-09-09,"Austin, Texas, United States",within an hour,100%,100%,f,South First,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t
5602592,29045744,Lauren,2015-03-09,"Austin, Texas, United States",,,,f,South Lamar,1.0,"['email', 'phone']",t,f
8762621,21616628,Aimee,2014-09-21,"Austin, Texas, United States",within a day,80%,83%,f,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
2832008,579290,Jay,2011-05-11,"Austin, Texas, United States",within a few hours,87%,80%,f,Downtown,19.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t
33419,144734,Loy,2010-06-14,"Austin, Texas, United States",within an hour,100%,92%,f,South Lamar,2.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,t
4036932,20929906,Robin,2014-09-04,"Austin, Texas, United States",within an hour,90%,75%,t,South Lamar,1.0,"['email', 'phone', 'reviews']",t,f
890680,3757314,Kathy,2012-10-04,"Austin, Texas, United States",,,,f,Barton Hills,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
7804785,32369381,Emily,2015-05-01,"Austin, Texas, United States",within an hour,100%,91%,f,South Lamar,2.0,"['email', 'phone', 'reviews', 'kba']",t,t
6822718,25397638,I,2014-12-30,US,,,,f,,1.0,['phone'],t,f
793723,374529,Max,2011-02-02,"Austin, Texas, United States",within a few hours,100%,71%,f,Barton Hills,4.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",t,t
5475507,28396179,Chad,2015-02-26,"Austin, Texas, United States",within a day,90%,89%,f,Bouldin Creek,1.0,"['email', 'phone', 'reviews']",t,f
5231382,27074197,Michelle,2015-02-01,"Austin, Texas, United States",within a few hours,90%,50%,f,South First,2.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,t
8508004,44802662,James,2015-09-22,US,,,,f,,1.0,['phone'],t,f
8489021,44709367,Tim,2015-09-21,US,within a day,50%,,f,South First,1.0,"['email', 'phone', 'google', 'kba']",t,t
8932857,35718891,Carla,2015-06-13,"Austin, Texas, United States",within a day,100%,100%,f,South First,1.0,"['email', 'phone', 'linkedin', 'kba']",t,t
8128787,21591914,Murphy,2014-09-21,"Austin, Texas, United States",within an hour,100%,100%,f,South First,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
5431431,19520504,,,,,,,,,,None,,
2637570,45418,Pauline,2009-10-12,"Austin, Texas, United States",within an hour,100%,100%,f,St. Edwards,3.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
4771777,579290,Jay,2011-05-11,"Austin, Texas, United States",within a few hours,87%,80%,f,Downtown,19.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t
4069747,21108143,Rachel,2014-09-08,US,,,,f,Barton Hills,1.0,"['email', 'phone', 'reviews']",t,f
4824833,24255779,Shane,2014-11-28,"Austin, Texas, United States",within an hour,100%,,f,South Lamar,1.0,"['email', 'phone', 'facebook', 'jumio']",t,t
359716,1819829,Ryan,2012-02-27,"Austin, Texas, United States",,,,f,Barton Hills,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews']",t,f
158398,760426,Lis,2011-06-29,"Austin, Texas, United States",within a day,100%,0%,f,Barton Hills,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
846780,4421865,Tina,2012-12-16,"Austin, Texas, United States",within an hour,100%,100%,t,Zilker,1.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t
8036917,42439262,Stephanie,2015-08-25,"Austin, Texas, United States",within an hour,75%,100%,f,Barton Hills,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
3731904,19073378,Samantha,2014-07-28,"Austin, Texas, United States",within a day,100%,100%,f,South Lamar,1.0,"['phone', 'facebook', 'reviews']",t,f
4290459,6543382,Justin,2013-05-23,US,within a few hours,100%,100%,f,Barton Hills,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
2708394,579290,Jay,2011-05-11,"Austin, Texas, United States",within a few hours,87%,80%,f,Downtown,19.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t
1420997,3529258,Jonathan,2012-09-10,"Austin, Texas, United States",within a day,77%,27%,f,Bouldin Creek,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
2253306,4254680,Cory,2012-11-26,"Chicago, Illinois, United States",within an hour,100%,50%,f,Bouldin Creek,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
4855450,2936553,Dan,2012-07-14,"Austin, Texas, United States",within an hour,100%,100%,f,,1.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t
1483284,7935572,Pam,2013-08-04,"Austin, Texas, United States",within a day,100%,100%,f,Dawson,1.0,"['email', 'phone', 'reviews', 'kba']",t,t
8551388,2632180,Elan,2012-06-13,US,,,,f,South Lamar,1.0,"['email', 'phone']",t,f
2066860,4641823,Erica,2013-01-09,"Austin, Texas, United States",within a few hours,100%,88%,f,Upper Boggy Creek,339.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t
