id,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped
6066627,200.0,,,,250.0,1,0.0,1,1125,True,25,44,74,349,2015-11-07
8205083,1000.0,5000.0,28000.0,,,1,0.0,1,1125,True,0,0,0,39,2015-11-07
8647145,1650.0,10000.0,21000.0,500.0,300.0,12,40.0,3,1125,True,26,56,86,361,2015-11-07
8538141,629.0,,,,125.0,1,0.0,2,1125,True,21,48,78,353,2015-11-07
5391565,225.0,1600.0,3200.0,300.0,100.0,2,20.0,2,1125,True,6,36,66,341,2015-11-07
8538670,469.0,,,,165.0,1,0.0,2,1125,True,15,32,62,323,2015-11-07
775002,1500.0,,,,,1,0.0,1,1125,True,30,60,90,365,2015-11-07
5530513,565.0,3560.0,,300.0,250.0,16,25.0,2,1125,True,23,50,80,352,2015-11-07
8681039,250.0,,,,,1,0.0,2,14,True,22,50,80,355,2015-11-07
5562945,499.0,,,,250.0,1,0.0,1,1125,True,30,60,90,365,2015-11-07
4704597,599.0,4500.0,10000.0,,300.0,4,35.0,2,30,True,26,56,86,361,2015-11-07
3230604,149.0,675.0,3000.0,,,0,0.0,1,1125,True,11,26,56,328,2015-11-07
951773,85.0,425.0,1400.0,100.0,25.0,2,25.0,2,30,True,26,56,86,361,2015-11-07
8268970,110.0,600.0,1900.0,,,0,0.0,1,30,True,17,47,77,352,2015-11-07
7717113,48.0,175.0,650.0,,,1,0.0,1,1125,True,0,21,51,297,2015-11-07
8796080,89.0,300.0,1000.0,200.0,,2,0.0,2,1125,True,25,38,52,142,2015-11-07
1645518,165.0,,,100.0,,2,10.0,2,14,True,7,37,67,157,2015-11-07
2583106,115.0,,,,,1,0.0,2,1125,True,29,59,89,179,2015-11-07
8812681,909.0,,,,165.0,1,0.0,2,1125,True,29,43,73,337,2015-11-07
8192070,135.0,875.0,2750.0,150.0,,2,0.0,2,1125,True,29,59,89,364,2015-11-07
7733669,75.0,450.0,,,25.0,2,25.0,1,1125,True,13,33,63,338,2015-11-07
3840726,145.0,975.0,,,25.0,3,25.0,2,7,True,20,50,80,355,2015-11-07
642674,125.0,750.0,2700.0,150.0,,2,15.0,2,1125,True,27,48,78,344,2015-11-07
1019294,350.0,,,,,1,0.0,3,1125,True,30,60,90,365,2015-11-07
8553138,130.0,,,,30.0,1,10.0,2,5,True,29,59,89,364,2015-11-07
234194,59.0,345.0,875.0,100.0,15.0,2,0.0,1,365,True,29,59,89,362,2015-11-07
592924,89.0,570.0,,200.0,30.0,1,0.0,1,7,True,29,59,89,364,2015-11-07
7024547,600.0,,,1000.0,200.0,10,50.0,2,1125,True,26,55,85,244,2015-11-07
1782483,150.0,700.0,,,,1,0.0,1,1125,True,30,60,90,365,2015-11-07
5372341,65.0,,,,,2,35.0,1,1125,True,19,26,56,331,2015-11-07
5105066,175.0,1100.0,3000.0,,,2,15.0,1,1125,True,8,38,68,343,2015-11-07
3129625,150.0,800.0,2500.0,250.0,30.0,1,0.0,1,1125,True,17,47,77,352,2015-11-07
1782433,450.0,,,,,1,0.0,1,30,True,30,60,90,365,2015-11-07
4957175,6500.0,,,,,1,0.0,4,28,True,30,60,90,365,2015-11-07
5570703,249.0,,,500.0,40.0,2,50.0,1,1125,True,30,60,90,365,2015-11-07
4404358,75.0,350.0,,,5.0,1,0.0,1,14,True,28,58,88,88,2015-11-07
8697893,120.0,640.0,,100.0,35.0,1,0.0,1,1125,True,0,0,0,9,2015-11-07
3353855,75.0,450.0,,,,1,0.0,1,14,True,30,60,90,365,2015-11-07
8210932,300.0,,,300.0,,1,0.0,2,1125,True,16,29,45,299,2015-11-07
3832994,79.0,400.0,1200.0,,20.0,2,40.0,1,1125,True,30,60,90,365,2015-11-07
4288403,109.0,645.0,,,29.0,3,50.0,1,1125,True,2,2,6,262,2015-11-07
1248702,88.0,,,100.0,,3,20.0,2,30,True,18,35,57,332,2015-11-07
6260941,115.0,755.0,2500.0,200.0,80.0,4,25.0,2,1125,True,23,32,54,316,2015-11-07
4202378,144.0,690.0,1800.0,150.0,45.0,3,20.0,2,1125,True,23,49,79,354,2015-11-07
2406050,200.0,,,,,1,0.0,2,1125,True,30,60,90,365,2015-11-07
5174831,150.0,,,,,2,75.0,1,1125,True,0,0,0,258,2015-11-07
6796522,699.0,4599.0,9999.0,800.0,150.0,1,0.0,3,1125,True,29,59,89,364,2015-11-07
2454577,625.0,,,150.0,65.0,6,25.0,1,1125,True,30,60,90,365,2015-11-07
461404,102.0,749.0,,100.0,75.0,3,25.0,2,7,True,9,20,20,293,2015-11-07
5506252,250.0,,,,,1,0.0,1,1125,True,0,0,0,225,2015-11-07
951537,70.0,460.0,,300.0,10.0,1,0.0,3,6,True,0,19,19,247,2015-11-07
8652103,119.0,,,499.0,,1,0.0,2,1125,True,28,58,88,332,2015-11-07
330705,300.0,700.0,2100.0,1000.0,,1,0.0,14,60,True,30,60,90,365,2015-11-07
329129,199.0,,,500.0,,1,0.0,1,60,True,0,5,35,310,2015-11-07
3689085,97.0,,,100.0,25.0,1,0.0,1,1125,True,6,25,55,324,2015-11-07
2077867,125.0,650.0,1800.0,200.0,89.0,2,0.0,3,1125,True,11,11,11,11,2015-11-07
5309636,97.0,577.0,,,35.0,2,25.0,2,1125,True,27,57,87,360,2015-11-07
5447456,118.0,,,,20.0,4,10.0,3,1125,True,28,58,88,205,2015-11-07
4156939,163.0,,,,35.0,2,0.0,2,30,True,23,53,83,358,2015-11-07
3041605,400.0,,,,,1,0.0,3,7,True,30,60,90,365,2015-11-07
7128645,125.0,,,,,1,0.0,1,1125,True,0,0,0,102,2015-11-07
2041310,169.0,,2795.0,350.0,49.0,4,49.0,2,1125,True,18,39,69,341,2015-11-07
