id,street,neighbourhood,city,state,zipcode,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet
4256740,"Douglas Street, Austin, TX 78741, United States",Parker Lane,Austin,TX,78741.0,US,United States,30.228991447663216,-97.73259376530541,True,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher""}",
8188915,"East Riverside Drive, Austin, TX 78741, United States",East Riverside,Austin,TX,78741.0,US,United States,30.245015798428078,-97.7306457067553,True,Apartment,Shared room,1,1.0,1.0,1.0,Couch,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",
8628400,"Mission Hill Drive, Austin, TX 78741, United States",Parker Lane,Austin,TX,78741.0,US,United States,30.21710238897705,-97.73697124080141,True,House,Entire home/apt,4,1.5,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",
7402917,"East Riverside Drive, Austin, TX 78741, United States",,Austin,TX,78741.0,US,United States,30.24754619335053,-97.7307950388343,True,Apartment,Shared room,1,1.0,1.0,1.0,Airbed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Iron,""Laptop Friendly Workspace""}",
8134325,"Burton Dr, Austin, TX 78741, United States",,Austin,TX,78741.0,US,United States,30.233013841532998,-97.73169403345699,False,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",Gym,Breakfast,""Pets live on this property"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",
980766,"Cayenne Lane, Austin, TX 78741, United States",Montopolis,Austin,TX,78741.0,US,United States,30.22253979247587,-97.69384637536871,True,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",
8714221,"Audubon Place, Austin, TX 78741, United States",Parker Lane,Austin,TX,78741.0,US,United States,30.231138318098804,-97.74016597259451,True,House,Private room,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in""}",
1701928,"Tripshaw Lane, Austin, TX 78741, United States",Parker Lane,Austin,TX,78741.0,US,United States,30.227540224813094,-97.73969951385958,True,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Breakfast,Washer,Dryer}",
6453354,"Burton Drive, Austin, TX 78741, United States",East Riverside,Austin,TX,78741.0,US,United States,30.23295728300809,-97.73091524892831,True,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",
5652198,"Willow Creek Drive, Austin, TX 78741, United States",East Riverside,Austin,TX,78741.0,US,United States,30.2321612439192,-97.72806795121764,True,Apartment,Shared room,3,2.0,1.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Smoking Allowed"",Gym,""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",
