id,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped
8050989,$75.00,,,,$20.00,1,$0.00,2,7,t,30,60,90,365,2015-11-07
5693774,$150.00,,,,,2,$40.00,1,1125,t,0,0,0,209,2015-11-07
8780307,$60.00,$179.00,$630.00,"$1,200.00",$15.00,2,$15.00,1,28,t,6,14,23,298,2015-11-07
8628158,$250.00,,,,,1,$0.00,1,1125,t,28,58,88,363,2015-11-07
2374049,$50.00,,,,,2,$10.00,1,1125,t,0,0,0,189,2015-11-07
5617874,$100.00,,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
4174331,$55.00,$260.00,$655.00,,,1,$0.00,1,1125,t,0,6,36,311,2015-11-07
6992330,$54.00,$329.00,,$100.00,$24.00,1,$6.00,2,14,t,28,58,88,363,2015-11-07
6433042,$35.00,$200.00,$870.00,,,1,$10.00,3,30,t,30,60,90,365,2015-11-07
3907135,$200.00,,,$150.00,$50.00,1,$0.00,2,11,t,30,60,90,365,2015-11-07
8816483,$50.00,$325.00,$900.00,$100.00,$10.00,1,$5.00,1,1125,t,30,60,90,365,2015-11-07
5736280,$30.00,$140.00,,,,1,$8.00,2,30,t,30,60,90,365,2015-11-07
2339198,$60.00,$400.00,"$1,200.00",,,1,$30.00,1,1125,t,30,60,90,365,2015-11-07
9214127,$14.00,,,,,1,$0.00,1,90,t,21,51,81,356,2015-11-07
9152149,$27.00,$170.00,$750.00,$100.00,$10.00,1,$5.00,1,32,t,21,51,81,356,2015-11-07
8705135,$45.00,,,,,1,$0.00,1,1125,t,6,6,6,6,2015-11-07
9007623,$30.00,$250.00,$800.00,,,1,$10.00,1,60,t,7,34,64,339,2015-11-07
330301,$150.00,"$1,000.00",,,,2,$25.00,5,1125,t,30,60,90,365,2015-11-07
4613843,$50.00,$300.00,$900.00,,,1,$0.00,1,1125,t,0,6,36,311,2015-11-07
946964,$100.00,,,$100.00,$100.00,1,$0.00,1,3,t,30,60,90,365,2015-11-07
8595469,$50.00,$300.00,,,$25.00,0,$0.00,1,1125,t,13,42,72,347,2015-11-07
9013860,$40.00,$250.00,$800.00,$100.00,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
8590614,$125.00,$700.00,"$2,500.00",,,1,$0.00,7,14,t,20,32,62,152,2015-11-07
6494234,$50.00,$400.00,"$1,400.00",,,0,$0.00,3,1125,t,13,43,73,73,2015-11-07
4134775,$148.00,,,$250.00,$40.00,1,$20.00,1,14,t,30,60,90,365,2015-11-07
5272399,$180.00,,,$200.00,,6,$40.00,1,30,t,4,23,53,143,2015-11-07
9240482,$79.00,,,,,1,$0.00,2,1125,t,28,58,88,178,2015-11-07
936349,$75.00,$360.00,"$1,250.00",$200.00,$25.00,2,$20.00,2,15,t,29,59,89,364,2015-11-07
8570548,$50.00,,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
8408494,$56.00,$300.00,"$1,000.00",,$25.00,1,$0.00,1,1125,t,22,32,62,165,2015-11-07
7398569,$140.00,,,,$100.00,6,$30.00,3,1125,t,16,39,69,333,2015-11-07
9045242,$59.00,$350.00,,,$35.00,1,$0.00,2,14,t,30,60,90,90,2015-11-07
9041431,$20.00,$125.00,$500.00,,,1,$0.00,1,1125,t,24,54,84,359,2015-11-07
1929377,$67.00,,,,,2,$30.00,1,21,t,4,23,53,129,2015-11-07
7645794,$35.00,,,,,1,$0.00,1,1125,t,7,10,37,37,2015-11-07
6276488,$48.00,$300.00,"$1,000.00",,,1,$0.00,1,1125,t,20,25,50,316,2015-11-07
2072437,$180.00,,,,$100.00,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
5769,$36.00,$160.00,,,,2,$0.00,1,30,t,8,17,43,96,2015-11-07
1028269,$55.00,,$945.00,$100.00,$75.00,2,$10.00,1,1125,t,30,60,90,365,2015-11-07
985862,$65.00,,$995.00,$100.00,$75.00,2,$10.00,1,1125,t,0,0,5,280,2015-11-07
80383,$80.00,$460.00,"$1,375.00",$100.00,$48.00,4,$0.00,2,23,t,28,58,88,363,2015-11-07
8762035,$260.00,,,$100.00,,4,$20.00,1,1125,t,0,0,0,5,2015-11-07
5552586,$70.00,$425.00,,$100.00,$10.00,0,$0.00,3,1125,t,8,8,8,281,2015-11-07
5538509,$50.00,,,$100.00,$15.00,0,$0.00,1,1125,t,29,59,89,179,2015-11-07
1542779,$50.00,$300.00,$900.00,,,1,$25.00,1,90,t,29,59,89,89,2015-11-07
5683309,$50.00,$298.00,$800.00,,$10.00,1,$15.00,1,1125,t,30,57,87,362,2015-11-07
8539519,$60.00,,,,,1,$0.00,1,1125,t,19,49,79,354,2015-11-07
2447757,$200.00,"$1,000.00","$4,000.00",$200.00,$50.00,3,$50.00,1,10,t,30,60,90,365,2015-11-07
7634753,$130.00,,,,,1,$0.00,1,1125,t,0,0,0,74,2015-11-07
2473086,$60.00,,,$120.00,,1,$40.00,2,5,t,21,51,81,356,2015-11-07
2500448,$46.00,$350.00,,$100.00,$20.00,1,$10.00,1,7,t,30,60,90,365,2015-11-07
8153354,$30.00,$175.00,$680.00,,,2,$10.00,4,1125,t,7,37,57,330,2015-11-07
174828,$350.00,,,$300.00,$80.00,8,$25.00,2,365,t,15,37,64,330,2015-11-07
7643663,$125.00,,,$100.00,$25.00,1,$0.00,1,1125,t,21,40,70,345,2015-11-07
7762229,$150.00,,,$300.00,$25.00,1,$0.00,2,1125,t,0,0,0,22,2015-11-07
2345788,$500.00,,,$200.00,$150.00,7,$10.00,4,12,t,30,60,90,365,2015-11-07
223230,$150.00,,,$100.00,$75.00,4,$25.00,1,14,t,27,57,87,362,2015-11-07
2467149,$250.00,,,$200.00,$200.00,1,$0.00,4,1125,t,30,60,90,365,2015-11-07
880568,$700.00,,,,,1,$0.00,3,210,t,30,60,90,365,2015-11-07
8274367,$150.00,,,,$75.00,4,$25.00,2,2,t,5,5,5,39,2015-11-07
5285796,$189.00,,,$200.00,$65.00,4,$15.00,2,1125,t,30,60,90,365,2015-11-07
8339367,$150.00,,,$100.00,$75.00,4,$25.00,1,1125,t,24,51,81,356,2015-11-07
4891249,$110.00,$600.00,"$2,000.00",,$50.00,4,$15.00,2,1125,t,8,24,24,87,2015-11-07
2526099,$50.00,$325.00,"$1,200.00",,,1,$5.00,2,18,t,0,0,0,5,2015-11-07
8293964,$40.00,,,,$15.00,1,$25.00,1,4,t,30,60,90,365,2015-11-07
8034552,$50.00,,,,$15.00,1,$0.00,1,1125,t,24,49,79,354,2015-11-07
4330415,$200.00,$700.00,,,$50.00,2,$50.00,1,1125,t,30,60,90,365,2015-11-07
78640,$42.00,$253.00,"$1,100.00",$100.00,$44.00,2,$0.00,1,14,t,28,58,88,363,2015-11-07
5695891,$252.00,$955.00,,,$25.00,6,$20.00,2,1125,t,27,57,87,362,2015-11-07
5512277,$85.00,$550.00,,,$5.00,1,$0.00,1,1125,t,24,54,84,359,2015-11-07
4928722,$275.00,"$1,800.00","$4,000.00",$500.00,$100.00,6,$30.00,1,10,t,16,40,70,160,2015-11-07
2289274,$500.00,,,,$75.00,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
4845924,$50.00,$300.00,"$1,000.00",,$40.00,2,$20.00,1,60,t,6,22,52,52,2015-11-07
5470495,$50.00,$300.00,"$1,100.00",$100.00,$30.00,2,$0.00,1,90,t,23,53,83,173,2015-11-07
424920,$75.00,$450.00,$900.00,$150.00,$50.00,1,$0.00,1,30,t,30,60,90,365,2015-11-07
2391847,$200.00,,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
5620241,$35.00,,,,,1,$0.00,1,1125,t,12,26,26,241,2015-11-07
279532,$49.00,,$798.00,$100.00,$75.00,2,$10.00,1,365,t,23,53,83,358,2015-11-07
5458325,$50.00,,,,,1,$0.00,1,1125,t,28,58,88,363,2015-11-07
2509516,$200.00,,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
272814,$45.00,,$695.00,$100.00,$75.00,1,$0.00,1,1825,t,0,20,50,325,2015-11-07
5089783,$65.00,,$995.00,$100.00,$75.00,2,$10.00,1,1125,t,0,18,48,323,2015-11-07
381833,$55.00,,$895.00,$100.00,$75.00,2,$0.00,1,1825,t,30,60,90,365,2015-11-07
2577508,$200.00,,,$200.00,$75.00,1,$0.00,1,1125,t,27,57,87,362,2015-11-07
153050,$325.00,"$2,237.00","$7,896.00",,$80.00,2,$25.00,2,365,t,5,35,65,340,2015-11-07
8301814,$73.00,,,$95.00,$10.00,1,$10.00,1,1125,t,30,60,90,365,2015-11-07
1028291,$55.00,,$895.00,$100.00,$75.00,1,$10.00,1,1125,t,4,34,64,339,2015-11-07
4100227,$99.00,$600.00,,$95.00,,2,$0.00,1,1125,t,13,43,73,348,2015-11-07
2351962,$119.00,$799.00,"$2,700.00",,$75.00,1,$0.00,3,9,t,11,36,66,330,2015-11-07
1401705,$45.00,$300.00,$950.00,,,1,$15.00,2,90,t,17,47,77,352,2015-11-07
6759963,$65.00,$400.00,"$1,000.00",,,2,$0.00,1,1125,t,18,46,76,343,2015-11-07
3138844,$125.00,$800.00,"$3,150.00",$150.00,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
5620185,$480.00,,,,,1,$0.00,2,1125,t,0,0,0,215,2015-11-07
4456211,$280.00,,,,,1,$0.00,1,1125,t,13,43,73,348,2015-11-07
925130,$295.00,"$1,700.00",,$150.00,$75.00,6,$20.00,1,5,t,0,0,3,48,2015-11-07
3271774,$49.00,,,$250.00,$25.00,2,$25.00,1,1125,t,21,43,65,320,2015-11-07
5429585,$75.00,$425.00,,,,2,$40.00,1,1125,t,29,54,54,286,2015-11-07
83643,$54.00,,,,$20.00,2,$7.00,2,14,t,24,54,72,347,2015-11-07
970390,$65.00,,,,$50.00,1,$10.00,2,60,t,24,54,84,359,2015-11-07
279476,$65.00,,"$1,092.00",$100.00,$75.00,2,$10.00,1,365,t,30,60,90,365,2015-11-07
1751368,$100.00,,,$300.00,$25.00,5,$0.00,1,1125,t,21,43,65,324,2015-11-07
8697712,$30.00,,,,,1,$0.00,1,1125,t,29,59,89,364,2015-11-07
4242159,$200.00,,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
5256666,$460.00,,,,,1,$0.00,1,1125,t,0,0,0,250,2015-11-07
1059128,$199.00,,,$200.00,$120.00,8,$25.00,2,1125,t,27,57,87,362,2015-11-07
2336937,$75.00,,,,,2,$25.00,2,7,t,29,59,89,364,2015-11-07
5613534,$119.00,"$1,200.00","$4,000.00",,$60.00,2,$20.00,1,120,t,28,58,88,363,2015-11-07
960315,$295.00,,,$300.00,$40.00,8,$20.00,1,14,t,22,52,82,355,2015-11-07
191577,$80.00,,,$150.00,$25.00,2,$25.00,1,10,t,30,60,90,365,2015-11-07
8488807,$299.00,,,,,1,$0.00,1,1125,t,14,26,38,213,2015-11-07
4118131,$175.00,,,,,1,$0.00,1,1125,t,9,9,9,118,2015-11-07
957541,$600.00,,,,,1,$0.00,4,14,t,30,60,90,365,2015-11-07
7744303,$150.00,,,,,1,$0.00,2,5,t,12,20,20,87,2015-11-07
4205630,$186.00,"$1,107.00","$2,999.00",$100.00,$65.00,4,$0.00,3,30,t,27,57,87,362,2015-11-07
2432155,$108.00,"$1,800.00","$4,800.00",,$60.00,4,$30.00,1,9,t,30,60,90,365,2015-11-07
1725449,$400.00,,,$500.00,$50.00,4,$100.00,2,14,t,30,60,90,355,2015-11-07
5580918,$600.00,,,$300.00,,6,$25.00,3,1125,t,0,0,0,219,2015-11-07
8646448,$125.00,,,$350.00,$50.00,1,$0.00,1,10,t,25,53,83,83,2015-11-07
2994424,$195.00,"$1,150.00","$3,250.00",$250.00,$60.00,1,$0.00,2,1125,t,18,39,49,298,2015-11-07
5579492,$300.00,,,,,1,$0.00,1,1125,t,0,0,0,219,2015-11-07
6922653,$500.00,,,,$150.00,8,$30.00,1,1125,t,21,44,74,345,2015-11-07
1593451,$99.00,$750.00,"$2,400.00",$100.00,$45.00,2,$0.00,2,10,t,23,53,83,173,2015-11-07
1704832,$208.00,"$1,000.00","$3,000.00",,$60.00,2,$50.00,2,1125,t,14,44,74,349,2015-11-07
4358283,$300.00,,,,,1,$0.00,1,1125,t,26,56,86,361,2015-11-07
5396712,"$1,200.00",,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
2546012,$200.00,"$1,050.00","$2,400.00",$300.00,$100.00,4,$0.00,2,1125,t,0,28,55,274,2015-11-07
8783699,$59.00,$435.00,"$1,685.00",,$45.00,1,$10.00,2,1125,t,9,9,9,135,2015-11-07
5546426,$98.00,,,,$100.00,1,$0.00,1,14,t,11,41,71,346,2015-11-07
1454030,$170.00,,$340.00,$150.00,$40.00,1,$25.00,1,3,t,30,60,90,365,2015-11-07
714115,$500.00,,,"$1,000.00",$25.00,6,$20.00,3,1125,t,30,60,90,365,2015-11-07
2385172,$350.00,,,,$100.00,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
697361,$265.00,,,,$25.00,1,$0.00,2,4,t,30,60,90,365,2015-11-07
209235,$250.00,,,$200.00,$70.00,6,$50.00,2,365,t,29,59,89,364,2015-11-07
785992,$99.00,$625.00,"$2,200.00",,$30.00,1,$0.00,2,365,t,28,58,88,363,2015-11-07
7241797,$595.00,,,,$125.00,1,$0.00,2,1125,t,28,58,88,357,2015-11-07
224979,$60.00,,"$3,000.00",$200.00,$45.00,1,$10.00,2,365,t,15,15,15,15,2015-11-07
4232002,$125.00,,,,,1,$0.00,2,6,t,30,60,90,365,2015-11-07
5538067,$750.00,,,"$1,500.00",$125.00,0,$0.00,4,12,t,0,0,0,222,2015-11-07
3880179,$200.00,,,$300.00,$40.00,3,$20.00,2,1125,t,9,17,29,89,2015-11-07
349638,$225.00,,,,$50.00,1,$0.00,1,21,t,0,3,33,308,2015-11-07
8595546,$100.00,$500.00,,$95.00,,1,$0.00,1,1125,t,4,30,30,45,2015-11-07
8363877,$59.00,$411.00,"$1,395.00",,$40.00,1,$10.00,2,1125,t,11,11,11,11,2015-11-07
734018,$145.00,"$1,155.00",,$100.00,$30.00,3,$40.00,2,30,t,28,58,88,88,2015-11-07
4173938,$175.00,,"$2,000.00",,$60.00,2,$0.00,1,14,t,0,3,33,308,2015-11-07
5485801,$275.00,,,$300.00,$30.00,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
4081863,$500.00,,,$500.00,$150.00,4,$0.00,2,1125,t,19,45,72,344,2015-11-07
925380,$595.00,"$3,995.00","$12,000.00",$250.00,$100.00,8,$50.00,3,45,t,30,60,90,365,2015-11-07
4224691,$500.00,,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
8049884,$200.00,,,$500.00,,1,$0.00,2,1125,t,28,58,88,363,2015-11-07
7985167,$399.00,,,,$115.00,1,$0.00,2,1125,t,27,57,87,362,2015-11-07
1541287,$250.00,,,$500.00,$75.00,2,$0.00,3,365,t,0,2,2,28,2015-11-07
2295892,$350.00,,,$400.00,$100.00,1,$0.00,5,9,t,0,3,33,308,2015-11-07
959496,$200.00,"$1,200.00","$3,000.00",$300.00,$75.00,5,$0.00,3,1125,t,15,23,43,318,2015-11-07
7805994,$149.00,$840.00,"$2,800.00",$250.00,$69.00,1,$0.00,2,1125,t,22,52,61,303,2015-11-07
4341078,$140.00,$825.00,"$2,100.00",,$50.00,1,$0.00,2,1125,t,12,42,67,303,2015-11-07
4821514,$200.00,"$1,200.00",,$500.00,$150.00,6,$50.00,3,29,t,0,0,0,250,2015-11-07
8392789,$119.00,$747.00,,$100.00,$35.00,1,$0.00,1,1125,t,11,37,67,335,2015-11-07
8084195,$899.00,"$3,499.00","$9,999.00","$2,000.00",$175.00,1,$0.00,3,12,t,0,0,0,46,2015-11-07
2454131,$300.00,,,$300.00,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
965619,$400.00,,,,,1,$0.00,5,1125,t,30,60,90,365,2015-11-07
5873295,$150.00,,,$200.00,,1,$0.00,1,1125,t,10,18,26,260,2015-11-07
8645486,$165.00,,,,$35.00,3,$75.00,1,1125,t,30,60,90,365,2015-11-07
6129446,$100.00,,,$300.00,$50.00,1,$0.00,1,1125,t,29,59,89,364,2015-11-07
705858,$149.00,,,,,1,$0.00,2,21,t,2,9,35,283,2015-11-07
5511226,$200.00,,,"$1,000.00",$100.00,6,$0.00,1,3,t,2,7,37,312,2015-11-07
3952428,$80.00,,,,$20.00,0,$0.00,2,1125,t,17,24,24,159,2015-11-07
6358957,$85.00,,,,$20.00,2,$10.00,2,1125,t,15,42,42,231,2015-11-07
2020449,$68.00,,,$200.00,$40.00,1,$0.00,1,28,t,9,30,48,302,2015-11-07
8388537,$100.00,,,,,1,$10.00,1,1125,t,29,59,89,364,2015-11-07
1391925,$495.00,"$3,465.00",,,$70.00,1,$0.00,2,30,t,26,56,86,359,2015-11-07
3916583,$115.00,,,$200.00,$40.00,2,$25.00,2,7,t,19,37,67,336,2015-11-07
8921715,$85.00,,,,,1,$0.00,1,1125,t,20,34,64,339,2015-11-07
5309406,$100.00,$600.00,,,$15.00,1,$20.00,1,1125,t,28,58,88,363,2015-11-07
6992315,$85.00,,,,,1,$0.00,3,1125,t,28,58,88,363,2015-11-07
2345065,$300.00,,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
4047486,$85.00,,,,$25.00,1,$0.00,1,7,t,0,0,0,189,2015-11-07
5396172,$500.00,,,,$100.00,1,$0.00,3,1125,t,28,58,88,363,2015-11-07
4508376,"$1,350.00",,,"$1,000.00",,11,$100.00,2,29,t,20,41,67,322,2015-11-07
8241798,$100.00,,,,,1,$0.00,1,1125,t,5,15,45,320,2015-11-07
5729593,$155.00,,,$150.00,$69.00,1,$0.00,2,1125,t,15,45,75,350,2015-11-07
224956,$60.00,,"$2,500.00",$200.00,$45.00,1,$10.00,2,365,t,15,15,15,15,2015-11-07
3991373,$300.00,,,$500.00,$50.00,4,$10.00,3,3,t,4,7,37,306,2015-11-07
5227430,$200.00,,,,,1,$0.00,1,1125,t,0,0,0,253,2015-11-07
1458379,$125.00,$695.00,,,$75.00,4,$0.00,1,30,t,10,10,10,21,2015-11-07
4233678,$400.00,,,,$75.00,1,$0.00,2,1125,t,30,60,90,365,2015-11-07
6894466,$80.00,,,$100.00,$50.00,2,$25.00,1,1125,t,20,50,80,355,2015-11-07
4234697,$315.00,"$1,600.00","$4,500.00",$300.00,$125.00,5,$25.00,3,1125,t,30,60,90,365,2015-11-07
8165215,$170.00,"$1,000.00","$3,600.00",$250.00,$50.00,1,$0.00,3,30,t,28,58,88,363,2015-11-07
4084746,$800.00,,,$500.00,$250.00,0,$0.00,3,1125,t,30,60,90,361,2015-11-07
8761924,$400.00,,,$100.00,$50.00,1,$100.00,1,1125,t,2,2,2,18,2015-11-07
1095272,$85.00,$750.00,"$2,325.00","$2,000.00",$150.00,2,$50.00,5,1125,t,28,58,88,363,2015-11-07
3971462,$250.00,,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
7583680,$90.00,,,,$20.00,1,$0.00,1,1125,t,0,3,33,308,2015-11-07
6973708,$130.00,,,$200.00,$35.00,1,$0.00,3,1125,t,24,54,84,359,2015-11-07
5422618,$750.00,,,,,1,$0.00,5,1125,t,0,0,0,213,2015-11-07
8209531,$250.00,,"$3,500.00",,$95.00,4,$0.00,2,1125,t,10,32,38,93,2015-11-07
7149948,$105.00,,,,,1,$0.00,3,1125,t,28,58,88,363,2015-11-07
191719,$239.00,,,,,5,$30.00,2,14,t,20,43,73,340,2015-11-07
5325396,$230.00,,,$500.00,$115.00,4,$11.00,2,1125,t,30,60,90,365,2015-11-07
1535705,$200.00,,,,$40.00,1,$0.00,1,1125,t,19,33,63,338,2015-11-07
5329839,$350.00,"$2,000.00",,$500.00,$75.00,1,$0.00,2,1125,t,30,60,90,358,2015-11-07
4294281,$145.00,$571.00,"$1,600.00",$500.00,$20.00,1,$50.00,1,1125,t,6,36,66,341,2015-11-07
321718,$450.00,,,,$50.00,4,$50.00,3,7,t,29,59,89,364,2015-11-07
8756544,$125.00,,,,$75.00,2,$50.00,2,1125,t,25,55,85,360,2015-11-07
4462389,$220.00,,,,,1,$0.00,1,1125,t,0,22,52,327,2015-11-07
7329956,$38.00,,,,,1,$15.00,1,1125,t,27,54,84,359,2015-11-07
8687660,$95.00,$400.00,,$250.00,$35.00,1,$0.00,1,6,t,22,38,68,335,2015-11-07
4128330,$220.00,,,,$20.00,1,$25.00,1,1125,t,30,60,90,365,2015-11-07
78004,$175.00,$700.00,$825.00,,,1,$0.00,1,10,t,30,60,90,365,2015-11-07
5339280,$236.00,,,$100.00,,1,$0.00,2,1125,t,0,0,0,227,2015-11-07
5410998,$249.00,,,,$80.00,1,$0.00,3,8,t,30,60,90,365,2015-11-07
5521980,$200.00,,,$150.00,,2,$50.00,1,1125,t,30,60,90,365,2015-11-07
667916,$850.00,"$5,200.00",,$250.00,$150.00,8,$20.00,2,14,t,0,0,0,102,2015-11-07
1835674,$978.00,,,,$145.00,1,$0.00,2,180,t,22,52,82,357,2015-11-07
785769,$500.00,"$2,000.00","$10,000.00",,,1,$0.00,1,21,t,30,60,90,365,2015-11-07
7948579,$95.00,,,$250.00,$25.00,4,$10.00,1,1125,t,29,59,89,364,2015-11-07
2440897,$350.00,,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
6691183,$500.00,,,"$1,000.00",$100.00,8,$25.00,2,1125,t,28,58,88,363,2015-11-07
8578995,$300.00,,,,,1,$0.00,1,1125,t,0,0,0,16,2015-11-07
8235178,$288.00,"$1,500.00","$3,600.00",,$90.00,1,$0.00,2,1125,t,17,37,40,306,2015-11-07
5591862,$500.00,,,,,1,$0.00,1,1125,t,0,0,0,218,2015-11-07
78757,$85.00,,,,$35.00,2,$0.00,3,30,t,26,56,86,361,2015-11-07
214795,$175.00,,"$4,200.00",$300.00,$75.00,0,$0.00,1,7,t,29,59,89,364,2015-11-07
4637218,$150.00,$750.00,,$200.00,$25.00,3,$25.00,2,7,t,28,58,88,363,2015-11-07
894743,$108.00,,"$1,265.00",$350.00,,2,$25.00,3,1125,t,0,0,26,301,2015-11-07
2432483,$325.00,,,$400.00,,1,$0.00,3,10,t,30,60,90,365,2015-11-07
7091147,$299.00,,,,$105.00,1,$0.00,2,1125,t,5,33,63,306,2015-11-07
6437234,$150.00,,,,$15.00,1,$0.00,1,2,t,30,60,90,365,2015-11-07
1096336,$50.00,,,,,1,$0.00,1,1125,t,19,49,79,354,2015-11-07
7884925,$500.00,,,$400.00,$75.00,1,$0.00,1,1125,t,1,1,1,59,2015-11-07
630197,$195.00,"$1,200.00","$3,000.00",,$100.00,1,$0.00,3,1125,t,30,60,90,365,2015-11-07
7987588,$400.00,,"$7,000.00",,$50.00,1,$0.00,2,1125,t,30,60,90,365,2015-11-07
8614760,$60.00,,,,,1,$0.00,1,1125,t,0,0,30,30,2015-11-07
7750589,$359.00,,,$300.00,$150.00,6,$25.00,3,1125,t,28,58,88,363,2015-11-07
2521003,$125.00,,,,$25.00,2,$0.00,1,4,t,26,53,83,358,2015-11-07
6004715,$95.00,,,,,2,$0.00,2,5,t,12,12,12,194,2015-11-07
2357048,$250.00,,,$250.00,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
668301,$299.00,"$1,500.00","$3,900.00",,$50.00,1,$0.00,3,1125,t,6,8,34,263,2015-11-07
4957726,"$1,350.00",,,"$2,000.00",$225.00,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
2458182,$70.00,$400.00,"$1,400.00",,$20.00,1,$30.00,1,1125,t,30,60,90,365,2015-11-07
5624010,$125.00,,,,$19.00,1,$0.00,2,1125,t,29,59,89,179,2015-11-07
2346097,$400.00,"$2,500.00",,,,1,$0.00,1,1125,t,30,60,90,356,2015-11-07
4737216,"$1,000.00","$6,400.00",,"$1,000.00",$225.00,1,$0.00,1,5,t,0,0,0,47,2015-11-07
5337065,"$1,000.00","$6,000.00",,"$1,250.00",,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
7478179,$500.00,,,$500.00,$80.00,6,$20.00,2,1125,t,2,12,12,239,2015-11-07
8626000,$450.00,,,,$100.00,1,$0.00,1,1125,t,4,4,4,17,2015-11-07
1681780,$172.00,,,,$135.00,1,$0.00,2,180,t,24,49,79,350,2015-11-07
375142,$175.00,,,$175.00,$75.00,2,$50.00,2,3,t,30,60,90,365,2015-11-07
4180560,$219.00,"$1,300.00","$4,500.00",$100.00,$150.00,3,$25.00,1,1125,t,30,60,90,360,2015-11-07
860792,$595.00,,"$3,000.00","$1,000.00",,1,$0.00,2,30,t,7,10,18,256,2015-11-07
5446421,$98.00,$597.00,"$1,985.00",,$25.00,2,$25.00,3,1125,t,0,0,0,0,2015-11-07
731070,$600.00,"$3,800.00",,"$1,000.00",$125.00,8,$100.00,3,14,t,29,59,89,358,2015-11-07
6489777,"$1,079.00",,,,$135.00,1,$0.00,2,1125,t,0,0,0,0,2015-11-07
2287613,$185.00,,,$200.00,$50.00,1,$0.00,1,1125,t,28,58,88,178,2015-11-07
5280200,$975.00,,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
8882735,$699.00,,,,$109.00,1,$0.00,2,1125,t,10,10,31,296,2015-11-07
543363,$98.00,,"$2,200.00",$200.00,$40.00,2,$25.00,1,30,t,24,47,77,348,2015-11-07
6409942,$50.00,,,,,2,$20.00,2,1125,t,28,52,82,172,2015-11-07
8148123,$160.00,"$1,100.00",,,$35.00,5,$50.00,2,14,t,24,54,84,84,2015-11-07
5873659,$95.00,$800.00,"$2,750.00",,,1,$0.00,1,1125,t,29,59,89,364,2015-11-07
2114443,$124.00,,,$500.00,$100.00,5,$0.00,2,30,t,0,0,0,0,2015-11-07
7591170,$349.00,"$1,895.00",,,,1,$0.00,1,1125,t,0,30,60,335,2015-11-07
5292955,$119.00,$795.00,"$2,500.00",,$75.00,1,$0.00,2,1125,t,28,58,88,363,2015-11-07
474901,$399.00,"$2,499.00","$6,499.00",$500.00,$150.00,1,$0.00,2,14,t,30,60,90,365,2015-11-07
2159637,$479.00,"$2,499.00","$5,899.00",$500.00,$125.00,6,$0.00,3,125,t,30,60,90,365,2015-11-07
8401322,$60.00,,,,,1,$0.00,1,1125,t,0,0,0,3,2015-11-07
4198456,$745.00,,,,$75.00,1,$0.00,3,1125,t,30,60,90,365,2015-11-07
1255816,$119.00,$799.00,"$3,500.00",,$25.00,1,$0.00,1,1125,t,21,51,81,351,2015-11-07
1525103,$140.00,,"$2,500.00",$400.00,$80.00,1,$0.00,3,1125,t,17,35,49,315,2015-11-07
4994528,$99.00,,,$125.00,$50.00,2,$35.00,1,7,t,12,29,52,321,2015-11-07
1749931,$675.00,,,,,1,$0.00,1,1125,t,0,0,0,22,2015-11-07
8625088,$249.00,,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
4385481,$550.00,,,,,1,$0.00,1,1125,t,17,47,77,352,2015-11-07
2059714,$178.00,"$1,070.00","$2,980.00",$300.00,$60.00,1,$0.00,1,1125,t,5,34,57,332,2015-11-07
219168,$250.00,,"$1,800.00",$150.00,$25.00,1,$50.00,3,60,t,0,5,35,35,2015-11-07
8635458,$400.00,,,,,1,$0.00,2,2,t,0,0,0,12,2015-11-07
5339972,$290.00,,,$300.00,$95.00,1,$0.00,2,29,t,4,13,40,303,2015-11-07
6932061,$120.00,,"$2,200.00",$500.00,$45.00,2,$25.00,3,190,t,25,55,85,353,2015-11-07
1773370,$300.00,"$2,000.00",,,,1,$0.00,3,10,t,29,59,89,364,2015-11-07
8579137,$300.00,,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
