id,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped
4838933,$100.00,,,,,2,$0.00,1,1125,t,27,57,87,362,2015-11-07
4795682,$125.00,$630.00,"$1,750.00",,$50.00,1,$0.00,3,1125,t,24,54,84,352,2015-11-07
4085743,$375.00,,,$125.00,$50.00,6,$25.00,1,1125,t,30,60,90,365,2015-11-07
8577438,$300.00,"$1,475.00",,$200.00,$100.00,6,$40.00,1,1125,t,0,0,0,16,2015-11-07
6349209,$52.00,$300.00,"$1,000.00",,$5.00,1,$5.00,2,18,t,14,18,29,285,2015-11-07
7005488,$100.00,,,,$20.00,1,$0.00,1,1125,t,13,13,13,122,2015-11-07
4371070,$70.00,,,,,1,$0.00,2,1125,t,23,53,83,358,2015-11-07
5693620,$125.00,,,,$25.00,1,$0.00,2,7,t,30,60,90,365,2015-11-07
9174861,$113.00,,,,$35.00,1,$0.00,1,1125,t,20,50,61,152,2015-11-07
1735020,$75.00,$475.00,,,$10.00,1,$15.00,1,14,t,29,59,89,364,2015-11-07
5599597,$105.00,$600.00,"$2,250.00",$200.00,$40.00,1,$0.00,2,1125,t,9,22,52,324,2015-11-07
3894631,$100.00,,,,$25.00,2,$15.00,2,1125,t,15,45,75,350,2015-11-07
1373283,$400.00,"$2,400.00","$5,000.00",$250.00,$100.00,4,$150.00,2,1125,t,30,60,90,365,2015-11-07
5498972,$200.00,,,$95.00,$20.00,1,$0.00,2,1125,t,0,0,0,226,2015-11-07
8988473,$55.00,,,,,1,$0.00,1,3,t,30,52,82,82,2015-11-07
5395919,$100.00,$400.00,"$2,000.00",$200.00,$25.00,2,$50.00,1,31,t,28,58,88,88,2015-11-07
2248186,$80.00,$490.00,,,$10.00,1,$0.00,1,10,t,28,58,88,363,2015-11-07
1130450,$99.00,,,$100.00,$35.00,2,$0.00,2,1125,t,0,10,40,301,2015-11-07
3946696,$138.00,$869.00,"$3,066.00",,,2,$35.00,1,14,t,20,50,80,355,2015-11-07
5520651,$212.00,"$1,233.00","$3,900.00",$500.00,$134.00,4,$118.00,2,1125,t,28,58,88,297,2015-11-07
79560,$500.00,"$3,500.00","$10,000.00","$2,000.00",$300.00,4,$100.00,4,1125,t,0,0,0,236,2015-11-07
306976,$600.00,,,,,1,$0.00,3,7,t,30,60,90,365,2015-11-07
699512,$319.00,"$2,100.00",,$200.00,,1,$0.00,2,30,t,30,60,90,365,2015-11-07
76501,$110.00,$655.00,"$2,250.00",$200.00,,2,$25.00,2,365,t,15,31,42,250,2015-11-07
8628310,$200.00,,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
960088,$200.00,,,,,1,$0.00,1,3,t,30,60,90,365,2015-11-07
2366046,$85.00,$500.00,"$1,425.00",$200.00,$50.00,1,$35.00,1,90,t,29,59,89,364,2015-11-07
5018747,$600.00,,,,,1,$0.00,3,11,t,30,60,90,365,2015-11-07
978089,$200.00,,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
692058,$189.00,,,$500.00,$89.00,2,$0.00,1,1125,t,29,59,89,364,2015-11-07
6291669,$80.00,$500.00,,,$40.00,2,$35.00,2,1125,t,0,0,0,159,2015-11-07
2261934,$225.00,,,"$1,000.00",$75.00,2,$0.00,3,365,t,6,36,66,341,2015-11-07
8815463,$85.00,,,,,1,$0.00,1,10,t,2,11,11,13,2015-11-07
76974,$150.00,,,,$90.00,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
8506795,$100.00,,,,,1,$0.00,1,1125,t,29,59,89,364,2015-11-07
714023,$95.00,,,,,2,$0.00,2,7,t,0,0,0,217,2015-11-07
5272108,$925.00,,,,$121.00,6,$300.00,2,1125,t,0,0,0,20,2015-11-07
347449,$500.00,,,$100.00,$50.00,1,$0.00,2,5,t,30,60,90,365,2015-11-07
4149998,$84.00,,,$500.00,,2,$45.00,1,1125,t,29,54,84,84,2015-11-07
397181,$250.00,,,$300.00,$60.00,4,$50.00,3,7,t,0,0,0,217,2015-11-07
5581526,$105.00,,,,,1,$0.00,1,1125,t,0,0,0,218,2015-11-07
5619623,$700.00,,"$1,150.00",,,1,$0.00,2,1125,t,0,0,0,215,2015-11-07
2411898,$75.00,,,$250.00,$25.00,1,$30.00,2,1125,t,24,54,84,349,2015-11-07
7094484,$75.00,$400.00,"$1,300.00",,$20.00,1,$0.00,2,1125,t,0,6,29,291,2015-11-07
4464277,$249.00,"$1,599.00","$4,999.00",$250.00,$100.00,8,$50.00,1,1125,t,29,59,89,364,2015-11-07
349635,$68.00,$325.00,$875.00,,$25.00,1,$20.00,1,1125,t,24,50,80,355,2015-11-07
5060528,$300.00,"$2,000.00","$8,750.00","$1,200.00",,1,$0.00,2,30,t,27,57,87,359,2015-11-07
959601,$80.00,,"$1,000.00",,$60.00,1,$30.00,1,1125,t,5,26,56,331,2015-11-07
2461916,$900.00,,,,$200.00,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
8673768,$180.00,,,,$50.00,4,$50.00,1,1125,t,29,59,89,364,2015-11-07
46929,$89.00,,,,,2,$10.00,2,730,t,18,42,42,270,2015-11-07
2055655,$300.00,,,$500.00,$50.00,1,$0.00,2,30,t,30,60,90,365,2015-11-07
7129193,$175.00,"$1,175.00","$4,000.00",$95.00,,1,$0.00,1,20,t,26,54,84,349,2015-11-07
8329024,$150.00,,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
6499425,$139.00,,,,$69.00,1,$0.00,1,1125,t,12,12,12,21,2015-11-07
1655266,$120.00,,,$200.00,$75.00,1,$0.00,2,1125,t,29,59,89,364,2015-11-07
4809429,$150.00,,,,$25.00,1,$0.00,1,1125,t,0,0,0,82,2015-11-07
4277393,$185.00,,,,$15.00,1,$15.00,1,5,t,29,59,89,364,2015-11-07
8106001,$127.00,$756.00,"$2,667.00",$300.00,$60.00,1,$96.00,1,1125,t,12,36,66,334,2015-11-07
336042,$300.00,"$1,800.00","$5,000.00",,$100.00,8,$25.00,2,1125,t,29,59,89,358,2015-11-07
4663369,$130.00,$750.00,"$2,200.00",$150.00,$75.00,1,$0.00,2,1125,t,14,14,15,183,2015-11-07
6854598,$120.00,$660.00,"$2,331.00",,$30.00,1,$0.00,1,1125,t,20,48,78,353,2015-11-07
8268045,$149.00,,,$100.00,$35.00,2,$100.00,2,1125,t,19,48,78,78,2015-11-07
5852265,$139.00,,,,$69.00,1,$0.00,2,29,t,5,5,5,16,2015-11-07
4403855,$170.00,,,$400.00,$40.00,2,$50.00,3,21,t,0,3,33,296,2015-11-07
8633977,"$1,000.00",,,$750.00,,6,$200.00,1,1125,t,0,0,0,12,2015-11-07
4446205,$999.00,,,,$155.00,1,$0.00,2,180,t,15,45,75,350,2015-11-07
8390607,$185.00,,,$300.00,$40.00,2,$35.00,1,1125,t,6,23,42,42,2015-11-07
8614516,$200.00,,,,,1,$0.00,1,1125,t,0,0,0,13,2015-11-07
8993068,$460.00,"$1,725.00","$3,800.00","$1,000.00",$150.00,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
4039329,$125.00,$750.00,,,$80.00,1,$0.00,2,1125,t,0,3,28,245,2015-11-07
8133062,$295.00,"$2,800.00",,,$60.00,1,$0.00,2,1125,t,23,23,23,65,2015-11-07
5458030,$160.00,"$1,000.00",,$200.00,$50.00,1,$0.00,1,1125,t,0,0,0,229,2015-11-07
7727328,$234.00,,,$250.00,$80.00,2,$26.00,1,1125,t,25,55,85,360,2015-11-07
9235370,$140.00,$950.00,"$3,500.00",$200.00,$75.00,1,$0.00,3,60,t,28,58,88,88,2015-11-07
3702736,$350.00,,,,$145.00,1,$0.00,2,185,t,11,41,71,333,2015-11-07
8238338,$250.00,,,,,1,$0.00,1,1125,t,16,42,72,162,2015-11-07
4854533,"$4,250.00",,,"$2,000.00",$300.00,1,$0.00,5,1125,t,0,0,23,298,2015-11-07
2326669,$950.00,,,"$1,000.00",$80.00,4,$100.00,1,1125,t,30,60,90,365,2015-11-07
4196884,$190.00,,"$3,350.00",$400.00,$80.00,1,$0.00,2,1125,t,11,34,35,282,2015-11-07
8061510,$259.00,,,$500.00,$75.00,1,$0.00,2,1125,t,17,47,77,352,2015-11-07
2855422,$120.00,,"$2,850.00",$250.00,$75.00,2,$25.00,1,1125,t,13,36,63,331,2015-11-07
8915371,$82.00,$590.00,"$1,550.00",,,1,$0.00,1,1125,t,29,59,89,364,2015-11-07
1504603,$150.00,,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
2502431,$175.00,,,,,1,$0.00,2,1125,t,30,60,90,365,2015-11-07
5122828,"$3,200.00",,,"$2,000.00",$300.00,1,$0.00,1,1125,t,0,0,0,264,2015-11-07
8634216,$250.00,,,,$100.00,1,$0.00,2,1125,t,29,59,89,364,2015-11-07
8225133,$49.00,$275.00,$725.00,,,2,$5.00,1,14,t,12,28,56,65,2015-11-07
4227584,"$1,000.00",,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
5278286,$500.00,,,,,1,$0.00,2,1125,t,0,0,0,248,2015-11-07
8258093,$260.00,,,$500.00,,1,$0.00,2,4,t,0,0,0,35,2015-11-07
75957,$115.00,$800.00,,,$20.00,2,$15.00,2,14,t,9,37,67,325,2015-11-07
972878,$72.00,$438.00,"$1,689.00",,$60.00,1,$0.00,2,60,t,5,13,25,271,2015-11-07
8383427,$250.00,,,,,1,$0.00,3,4,t,0,0,0,28,2015-11-07
8907440,$249.00,,,,$75.00,2,$0.00,2,1125,t,17,32,32,45,2015-11-07
727748,$540.00,"$3,200.00","$10,000.00",$500.00,,8,$25.00,2,31,t,23,53,83,351,2015-11-07
4491871,$95.00,,,$100.00,$15.00,2,$15.00,1,1125,t,22,52,82,357,2015-11-07
8953386,$395.00,,,,,1,$0.00,3,5,t,0,0,0,0,2015-11-07
8026649,$150.00,,,,$25.00,2,$25.00,2,1125,t,12,38,68,68,2015-11-07
370345,$600.00,"$3,906.00",,$500.00,,2,$100.00,14,14,t,30,60,90,365,2015-11-07
1717090,$265.00,"$1,474.00","$3,091.00",$300.00,$105.00,1,$0.00,2,1125,t,26,56,86,351,2015-11-07
1578985,$120.00,,,$500.00,$50.00,1,$50.00,1,3,t,30,60,90,365,2015-11-07
4126874,$299.00,,,,$155.00,1,$0.00,2,165,t,0,0,0,189,2015-11-07
2736478,$195.00,,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
1742647,$150.00,$800.00,"$2,800.00",$400.00,,1,$0.00,3,1125,t,30,60,90,365,2015-11-07
4365555,$45.00,$325.00,"$1,300.00",$500.00,$75.00,1,$0.00,4,90,t,5,35,65,340,2015-11-07
4012735,$50.00,,,,,1,$20.00,1,1125,t,0,0,0,189,2015-11-07
966284,$390.00,,"$5,500.00",$400.00,$95.00,2,$0.00,2,93,t,0,1,1,274,2015-11-07
3655702,$130.00,$774.00,"$2,730.00",$250.00,$25.00,2,$0.00,2,30,t,29,59,89,91,2015-11-07
346734,$750.00,"$4,950.00","$9,995.00",$500.00,,1,$0.00,2,31,t,30,60,90,365,2015-11-07
1654502,$295.00,,,,,2,$30.00,3,1125,t,30,60,90,365,2015-11-07
2305197,$950.00,,,$600.00,$200.00,1,$0.00,3,12,t,30,60,90,365,2015-11-07
8533445,$50.00,,"$1,100.00",,,1,$0.00,1,1125,t,6,36,66,202,2015-11-07
509833,$224.00,,,,$115.00,1,$0.00,2,1125,t,12,28,28,215,2015-11-07
5625847,$325.00,"$1,925.00","$3,000.00",$150.00,$85.00,1,$0.00,1,31,t,0,0,0,215,2015-11-07
7917741,$800.00,"$2,995.00","$10,995.00",$350.00,$150.00,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
50334,$300.00,,,$300.00,,2,$100.00,7,365,t,30,60,90,365,2015-11-07
8061724,$259.00,"$1,500.00","$4,000.00",,,1,$0.00,2,1125,t,10,40,70,341,2015-11-07
5219974,$350.00,,,,$50.00,1,$0.00,2,7,t,26,47,77,352,2015-11-07
5768833,$195.00,"$1,045.00","$2,895.00",,$85.00,2,$20.00,2,1125,t,23,31,31,251,2015-11-07
8880973,$69.00,,,,$30.00,2,$20.00,1,1125,t,8,38,68,68,2015-11-07
5252098,$850.00,"$5,000.00",,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
4051142,$200.00,"$1,000.00","$3,000.00",,,1,$0.00,1,26801,t,30,60,90,365,2015-11-07
2249223,"$1,199.00",,,,$120.00,1,$0.00,2,180,t,0,0,0,244,2015-11-07
5685281,$200.00,,,,,1,$0.00,1,1125,t,0,0,0,209,2015-11-07
2495175,$950.00,,,$200.00,$50.00,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
2387064,$600.00,,,$600.00,$150.00,1,$0.00,4,1125,t,0,0,0,238,2015-11-07
1266401,$120.00,,,$100.00,$40.00,4,$25.00,3,1000,t,22,49,79,354,2015-11-07
8691146,$300.00,,,,,1,$0.00,1,1125,t,0,0,0,7,2015-11-07
345118,$95.00,,,$95.00,$65.00,2,$25.00,2,21,t,23,53,83,358,2015-11-07
7691629,$499.00,,,$200.00,$45.00,1,$0.00,2,1125,t,14,14,14,84,2015-11-07
3009924,$500.00,,,"$1,500.00",$150.00,1,$0.00,1,1125,t,0,0,0,0,2015-11-07
8502604,$480.00,,,$300.00,$50.00,1,$0.00,1,1125,t,0,0,0,21,2015-11-07
6882179,"$7,599.00",,,,$275.00,1,$0.00,2,1125,t,23,37,67,337,2015-11-07
7258262,$350.00,,,$500.00,$90.00,1,$0.00,3,1125,t,7,25,25,138,2015-11-07
8651753,$350.00,,,,,1,$0.00,1,1125,t,0,0,0,12,2015-11-07
945496,$89.00,,,,,1,$20.00,1,1125,t,22,50,75,350,2015-11-07
6432177,$135.00,,,,,2,$25.00,2,1125,t,27,57,87,362,2015-11-07
4145599,$85.00,,,,$30.00,2,$15.00,2,1125,t,13,43,73,343,2015-11-07
4081021,$100.00,,,$95.00,,1,$0.00,1,1125,t,0,0,0,189,2015-11-07
2048537,$475.00,,,$500.00,$150.00,1,$0.00,2,1125,t,12,25,51,296,2015-11-07
7909952,$145.00,,,$450.00,$65.00,3,$45.00,1,30,t,15,38,65,337,2015-11-07
5647599,$125.00,,,$800.00,$25.00,4,$25.00,1,1125,t,0,0,0,213,2015-11-07
5319598,$966.00,,,"$1,000.00",$200.00,1,$0.00,1,1125,t,0,0,0,243,2015-11-07
929579,$800.00,,,,,1,$0.00,5,1125,t,30,60,90,365,2015-11-07
5482299,$325.00,,,,,1,$0.00,1,1125,t,0,0,0,227,2015-11-07
5260110,"$1,432.00","$6,525.00",,,,1,$0.00,1,1125,t,0,0,0,217,2015-11-07
5607471,$300.00,,,,,1,$0.00,1,1125,t,0,0,0,216,2015-11-07
3033025,$349.00,,,$250.00,$60.00,5,$30.00,2,5,t,19,49,79,354,2015-11-07
747956,"$2,800.00",,,,,1,$0.00,1,6,t,30,60,90,365,2015-11-07
2488191,$495.00,,,$500.00,$75.00,1,$0.00,3,1125,t,30,60,90,365,2015-11-07
2419974,$300.00,,"$6,000.00",,$150.00,0,$0.00,2,60,t,28,58,88,88,2015-11-07
5318154,"$1,400.00",,,,,1,$0.00,1,1125,t,0,0,0,244,2015-11-07
4037944,$225.00,"$1,500.00","$3,500.00",$100.00,$100.00,4,$20.00,2,1125,t,26,56,86,361,2015-11-07
8524165,$175.00,"$1,200.00","$3,000.00","$1,000.00",$75.00,3,$50.00,2,29,t,21,45,75,350,2015-11-07
2473891,$800.00,,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
5648389,$250.00,"$1,250.00","$3,600.00",,,1,$0.00,2,1125,t,30,60,90,90,2015-11-07
763084,"$2,199.00",,,"$2,000.00",,1,$0.00,3,21,t,30,60,90,365,2015-11-07
2350353,$750.00,,,"$1,000.00",$100.00,4,$25.00,5,14,t,30,60,90,365,2015-11-07
2378277,$150.00,,,$100.00,$100.00,1,$0.00,3,10,t,30,60,90,365,2015-11-07
22982,$160.00,$950.00,"$3,500.00",,$40.00,2,$25.00,2,730,t,16,21,51,315,2015-11-07
7871674,$85.00,$600.00,"$1,900.00",,$35.00,1,$0.00,1,1125,t,20,20,20,209,2015-11-07
2423738,$175.00,"$2,000.00","$5,000.00",$150.00,$50.00,1,$0.00,2,1125,t,29,59,89,364,2015-11-07
1267686,$100.00,,,,$65.00,2,$15.00,2,5,t,21,47,77,352,2015-11-07
3294395,$215.00,,"$3,250.00",$500.00,$100.00,1,$0.00,2,1125,t,14,41,46,239,2015-11-07
704372,"$1,200.00","$6,000.00",,"$1,000.00",$250.00,8,$50.00,3,14,t,30,60,90,365,2015-11-07
1979797,"$1,250.00","$7,000.00",,"$5,000.00",$250.00,6,$100.00,3,11,t,30,60,90,365,2015-11-07
3317622,$500.00,,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
2380283,$999.00,"$6,000.00",,"$1,000.00",$150.00,4,$75.00,5,10,t,30,60,90,365,2015-11-07
8565114,$129.00,,,,,1,$0.00,1,1125,t,11,33,63,63,2015-11-07
5205430,$300.00,,"$6,000.00",$100.00,$150.00,12,$50.00,2,60,t,28,58,88,88,2015-11-07
5495668,"$1,389.00",,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
5396786,$200.00,"$1,300.00",,,$20.00,1,$0.00,1,7,t,26,56,86,355,2015-11-07
964594,$450.00,"$2,800.00",,$500.00,$75.00,1,$0.00,2,10,t,28,58,88,363,2015-11-07
3819181,$129.00,,,$129.00,$15.00,1,$0.00,2,1125,t,16,42,72,347,2015-11-07
4454431,$250.00,"$1,500.00","$4,000.00",,$100.00,1,$0.00,2,1125,t,28,58,88,363,2015-11-07
8603787,$785.00,"$4,500.00",,$500.00,$200.00,1,$0.00,3,14,t,0,0,0,14,2015-11-07
2385103,$439.00,"$2,700.00","$5,000.00",$500.00,$150.00,1,$0.00,5,90,t,30,60,90,365,2015-11-07
2585785,$298.00,,,$500.00,$25.00,1,$0.00,2,365,t,30,60,90,365,2015-11-07
4089452,$200.00,,,,,1,$0.00,1,1125,t,0,12,42,317,2015-11-07
3686862,$299.00,,,,$130.00,1,$0.00,2,185,t,22,44,72,335,2015-11-07
8482662,$200.00,"$1,000.00","$2,400.00",$500.00,$75.00,1,$0.00,7,90,t,0,2,32,277,2015-11-07
4064803,$345.00,"$1,500.00","$4,000.00","$1,000.00",$150.00,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
2354263,"$1,200.00",,,"$1,200.00",$100.00,5,$75.00,3,1125,t,0,5,35,310,2015-11-07
5615688,$185.00,,,$500.00,$75.00,2,$0.00,1,1125,t,25,55,85,360,2015-11-07
8554169,$85.00,,,,,2,$25.00,2,1125,t,15,28,44,60,2015-11-07
1664692,$199.00,,,$250.00,$50.00,2,$0.00,2,5,t,26,56,86,356,2015-11-07
5270815,$999.00,,,$999.00,$250.00,1,$0.00,1,1125,t,0,0,0,249,2015-11-07
8356445,$350.00,,,$300.00,$129.00,8,$50.00,2,1125,t,21,48,78,347,2015-11-07
2049254,$109.00,$650.00,"$2,400.00",,,1,$0.00,2,1125,t,23,53,83,274,2015-11-07
8722518,$30.00,$150.00,$500.00,,,1,$10.00,1,1125,t,0,22,34,41,2015-11-07
196432,$75.00,,"$1,200.00",$100.00,$20.00,2,$50.00,2,15,t,0,0,0,220,2015-11-07
364025,$190.00,"$1,775.00",,,$50.00,1,$0.00,3,12,t,1,1,1,204,2015-11-07
4065037,$400.00,"$1,500.00","$4,000.00","$1,000.00",$150.00,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
770721,$250.00,"$1,400.00","$4,500.00",$200.00,$50.00,2,$0.00,1,7,t,0,3,33,308,2015-11-07
8306685,"$10,000.00",,,,,1,$0.00,3,3,t,0,0,0,33,2015-11-07
2918176,$450.00,,,,$165.00,1,$0.00,2,365,t,18,39,69,329,2015-11-07
8327772,$104.00,,"$2,500.00",$250.00,$75.00,1,$25.00,1,1125,t,17,42,72,347,2015-11-07
2524955,$200.00,,,,$25.00,1,$0.00,1,1125,t,16,39,65,332,2015-11-07
4996627,$179.00,,,$250.00,$75.00,1,$0.00,2,1125,t,18,32,62,337,2015-11-07
8128334,"$1,000.00",,,,,1,$0.00,2,1125,t,18,35,65,340,2015-11-07
7997122,$308.00,,,"$1,000.00",$75.00,1,$0.00,3,1125,t,6,6,6,234,2015-11-07
347342,"$1,500.00",,,$500.00,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
4815071,$275.00,,,$500.00,$100.00,1,$0.00,3,1125,t,0,5,35,310,2015-11-07
8711707,$250.00,,,$200.00,$100.00,4,$25.00,2,1125,t,29,59,89,361,2015-11-07
365191,$150.00,,,$100.00,$60.00,1,$0.00,2,7,t,26,54,84,359,2015-11-07
5047683,$500.00,,,,,1,$0.00,1,1125,t,0,0,0,272,2015-11-07
1125837,$600.00,"$3,000.00","$6,000.00",$800.00,$175.00,0,$0.00,4,150,t,0,0,0,236,2015-11-07
2855712,$165.00,,"$3,500.00",$300.00,$125.00,1,$0.00,2,1125,t,29,59,89,364,2015-11-07
319716,$150.00,"$2,000.00",,,$75.00,2,$50.00,6,15,t,30,60,90,359,2015-11-07
5272994,$548.00,"$3,261.00","$11,508.00",$350.00,$250.00,1,$0.00,2,1125,t,20,43,73,188,2015-11-07
700855,$295.00,,,"$1,000.00",$90.00,1,$0.00,2,30,t,29,59,84,309,2015-11-07
5557742,"$1,200.00",,,"$1,600.00",$200.00,1,$25.00,1,1125,t,0,0,0,221,2015-11-07
2423840,$425.00,,,$250.00,$80.00,1,$0.00,1,1125,t,24,54,84,359,2015-11-07
622062,$140.00,$800.00,"$1,400.00",$100.00,$40.00,2,$25.00,1,30,t,29,59,89,364,2015-11-07
2989690,$129.00,,,,$25.00,0,$0.00,1,1125,t,22,50,80,355,2015-11-07
5381350,"$1,250.00",,,,,1,$0.00,1,1125,t,0,0,0,237,2015-11-07
2409435,$500.00,"$3,000.00","$10,000.00",$300.00,$100.00,1,$0.00,3,14,t,21,46,76,345,2015-11-07
8132344,$245.00,$975.00,"$3,200.00",$500.00,$80.00,1,$0.00,3,120,t,10,22,34,78,2015-11-07
3053308,$48.00,,,,$10.00,1,$10.00,1,1125,t,10,35,53,53,2015-11-07
1803353,$950.00,,,"$1,000.00",$80.00,4,$100.00,1,1125,t,30,60,90,365,2015-11-07
5839381,$125.00,,,,,1,$0.00,2,1125,t,26,56,86,309,2015-11-07
3441118,$450.00,"$2,700.00","$5,500.00","$1,000.00",$200.00,8,$0.00,5,1125,t,0,0,0,249,2015-11-07
8897550,$450.00,"$2,200.00","$4,800.00",,$85.00,1,$0.00,1,1125,t,6,22,52,327,2015-11-07
8325963,$150.00,$900.00,,,$25.00,1,$15.00,3,1125,t,0,0,0,32,2015-11-07
5213051,$600.00,,,,,1,$0.00,1,1125,t,0,9,9,263,2015-11-07
6570493,$125.00,,,$200.00,$65.00,2,$35.00,1,1125,t,9,34,60,317,2015-11-07
2493678,$375.00,,,$500.00,$90.00,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
4099322,$150.00,,,,$115.00,1,$0.00,2,165,t,12,37,46,296,2015-11-07
8064256,$75.00,,,,,2,$15.00,1,1125,t,23,53,83,351,2015-11-07
4820267,$125.00,"$1,050.00","$2,750.00",$450.00,$85.00,2,$95.00,1,1125,t,0,0,0,250,2015-11-07
953640,$109.00,,,,$50.00,2,$50.00,1,1125,t,29,59,89,364,2015-11-07
5303955,$200.00,,,$500.00,$100.00,2,$50.00,2,1125,t,8,35,35,280,2015-11-07
2010358,$75.00,,,$200.00,$40.00,1,$15.00,1,1125,t,15,45,73,348,2015-11-07
5901889,$235.00,"$1,134.00","$3,744.00",$250.00,$110.00,4,$0.00,2,1125,t,18,39,59,136,2015-11-07
8294001,$500.00,,,,,1,$0.00,3,1125,t,30,60,90,365,2015-11-07
5279393,$300.00,,,,,1,$0.00,2,10,t,11,11,11,259,2015-11-07
823032,$925.00,,,$250.00,$130.00,6,$100.00,2,4,t,30,60,90,365,2015-11-07
2267004,$249.00,,,,$145.00,1,$0.00,2,180,t,17,38,68,336,2015-11-07
8556408,$350.00,,,$250.00,$40.00,1,$0.00,1,1125,t,0,0,0,17,2015-11-07
5640082,$195.00,"$1,495.00",,,,1,$0.00,1,1125,t,0,0,0,214,2015-11-07
5631693,$600.00,"$3,000.00",,$450.00,$60.00,5,$0.00,4,7,t,0,0,0,214,2015-11-07
2461909,$600.00,,,,,1,$0.00,3,3,t,0,0,0,23,2015-11-07
7901478,$199.00,,,,$50.00,1,$0.00,2,1125,t,0,0,0,15,2015-11-07
2332927,$700.00,,,,,1,$0.00,1,1125,t,30,60,90,365,2015-11-07
6461701,$49.00,,,$150.00,$25.00,2,$15.00,2,14,t,0,0,0,158,2015-11-07
7902095,$240.00,,,$500.00,$75.00,1,$0.00,2,7,t,13,13,13,69,2015-11-07
7902105,$600.00,"$4,200.00","$17,000.00",$400.00,$250.00,1,$0.00,1,1125,t,30,60,90,360,2015-11-07
2266107,$175.00,"$1,100.00",,"$1,000.00",$75.00,2,$0.00,3,14,t,0,0,0,127,2015-11-07
5510194,$300.00,,,$600.00,,1,$0.00,2,1125,t,0,0,0,225,2015-11-07
5084388,"$1,000.00",,,"$1,000.00",$200.00,1,$0.00,1,1125,t,0,0,0,268,2015-11-07
5805293,$500.00,,"$5,000.00",,,1,$0.00,1,1125,t,0,21,51,326,2015-11-07
760139,$275.00,,,,,1,$0.00,2,7,t,30,60,90,365,2015-11-07
8579011,$285.00,,,$300.00,$50.00,3,$25.00,3,1125,t,3,3,3,19,2015-11-07
3742694,$450.00,"$4,400.00","$10,000.00","$1,000.00",$125.00,4,$20.00,1,1125,t,16,29,48,270,2015-11-07
4188641,$290.00,"$2,100.00","$8,000.00",,$80.00,1,$0.00,2,1125,t,15,37,67,309,2015-11-07
5532164,$600.00,"$3,200.00",,$800.00,,6,$0.00,4,1125,t,0,0,0,223,2015-11-07
7989817,$60.00,,,,,1,$0.00,1,7,t,2,11,11,32,2015-11-07
3959365,$99.00,,,,$110.00,1,$0.00,2,160,t,15,45,75,335,2015-11-07
6215403,$110.00,,,,,1,$0.00,1,1125,t,0,5,35,310,2015-11-07
2386616,$100.00,,,$300.00,,2,$25.00,3,1125,t,0,5,35,310,2015-11-07
8776697,"$9,075.00",,,"$5,100.00",$550.00,1,$0.00,2,10,t,28,58,88,363,2015-11-07
27632,$125.00,$575.00,"$1,850.00",,$50.00,2,$0.00,3,730,t,7,23,53,325,2015-11-07
5755416,$135.00,$975.00,"$3,250.00",$400.00,$85.00,2,$125.00,2,1125,t,0,3,33,123,2015-11-07
7237000,$139.00,,,$250.00,$70.00,2,$50.00,2,365,t,7,30,41,48,2015-11-07
5482391,"$1,850.00",,,$500.00,$150.00,1,$0.00,2,7,t,6,6,6,233,2015-11-07
8416936,$200.00,,,,,1,$0.00,2,3,t,1,1,1,25,2015-11-07
9236420,$299.00,,,$500.00,$100.00,2,$0.00,2,1125,t,15,33,41,136,2015-11-07
4223093,$500.00,,"$4,300.00",$100.00,$100.00,1,$0.00,30,45,t,0,0,0,273,2015-11-07
8828555,$150.00,,,$300.00,$25.00,1,$0.00,1,1125,t,8,21,41,316,2015-11-07
356675,"$1,050.00","$6,500.00",,"$1,050.00",$100.00,7,$125.00,3,14,t,30,60,90,365,2015-11-07
8581497,$100.00,,,$100.00,$25.00,1,$0.00,1,1125,t,0,0,0,16,2015-11-07
2257304,$349.00,,,$700.00,$70.00,4,$25.00,1,1125,t,30,60,90,365,2015-11-07
62279,$249.00,,,$500.00,$120.00,4,$50.00,3,270,t,30,60,90,365,2015-11-07
7074646,$499.00,"$3,999.00","$14,999.00",,,1,$0.00,1,1125,t,20,50,80,354,2015-11-07
