id,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified
7980816,27637240,Leslie,2015-02-12,"Austin, Texas, United States",within an hour,1.0,1.0,1.0,Rosedale,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",0.0,0.0
1068507,2690825,Maytal,2012-06-20,"Austin, Texas, United States",within a day,1.0,,1.0,Rosedale,1.0,"['email', 'phone', 'reviews']",0.0,1.0
3742420,1488733,Brooke,2011-12-09,"Austin, Texas, United States",within a day,0.54,0.93,1.0,Zilker,21.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",0.0,0.0
1956451,358081,Michelle,2011-01-22,US,,,,1.0,Rosedale,1.0,"['email', 'phone', 'reviews']",0.0,1.0
4219174,10453628,Amanda,2013-12-05,"Austin, Texas, United States",,,,1.0,Rosedale,1.0,"['email', 'phone', 'linkedin', 'kba']",0.0,0.0
1242559,582827,Troy,2011-05-12,"Austin, Texas, United States",within a few hours,1.0,0.75,0.0,Allendale,2.0,"['email', 'phone', 'reviews', 'kba']",0.0,0.0
6288166,32689270,James,2015-05-05,"Austin, Texas, United States",within an hour,1.0,1.0,1.0,Allendale,1.0,"['email', 'phone', 'reviews', 'jumio']",0.0,0.0
1011620,5564649,Duane,2013-03-21,"Austin, Texas, United States",within an hour,1.0,1.0,1.0,Allendale,1.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",0.0,0.0
1535250,8187341,Natalya,2013-08-15,"Austin, Texas, United States",within a day,0.9,1.0,1.0,Brentwood,1.0,"['phone', 'reviews']",0.0,1.0
5992071,11709743,Dustin,2014-01-27,"Austin, Texas, United States",within an hour,1.0,,1.0,Rosedale,1.0,"['email', 'phone', 'facebook', 'reviews']",0.0,1.0
8186030,7988240,Alex,2013-08-06,"Austin, Texas, United States",within a day,0.9,0.5,1.0,Rosedale,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews']",0.0,1.0
5565604,22299444,Adam,2014-10-08,"Austin, Texas, United States",within an hour,1.0,0.85,1.0,Travis Heights,8.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'jumio']",0.0,0.0
683017,3434513,Marty,2012-08-31,"Austin, Texas, United States",,,,1.0,Rosedale,1.0,"['email', 'phone', 'facebook', 'linkedin']",0.0,1.0
8186176,27344698,Lizan,2015-02-07,"Austin, Texas, United States",within a few hours,1.0,0.75,1.0,Rosedale,1.0,"['email', 'phone', 'reviews', 'kba']",0.0,0.0
2250253,627048,Lisa,2011-05-25,"Austin, Texas, United States",,,,1.0,Brentwood,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",0.0,0.0
971370,5284197,Karen,2013-03-02,"Austin, Texas, United States",within a few hours,1.0,1.0,1.0,Allendale,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",0.0,0.0
5459498,28319094,Jessica,2015-02-25,"Austin, Texas, United States",,,,1.0,Brentwood,1.0,"['email', 'phone', 'facebook']",0.0,1.0
2474218,11817260,Sharon,2014-01-31,"Austin, Texas, United States",,,,1.0,Brentwood,1.0,"['email', 'phone', 'google', 'reviews', 'kba']",0.0,0.0
4309531,22369347,Sarah,2014-10-10,"Austin, Texas, United States",within an hour,1.0,1.0,0.0,Rosedale,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",0.0,0.0
2722858,13933587,LaShawn,2014-04-05,"Austin, Texas, United States",within a day,0.7,0.4,1.0,Allendale,1.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",0.0,0.0
1850056,7695107,Dawn,2013-07-24,"Austin, Texas, United States",,,,1.0,Rosedale,1.0,"['email', 'phone', 'reviews', 'kba']",0.0,0.0
8301191,43768510,Dorothy,2015-09-09,"Austin, Texas, United States",,,1.0,1.0,Brentwood,1.0,"['email', 'phone', 'facebook']",0.0,1.0
