id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
771437,Stay in Austin for F1 and FFF Fest,4070275,Daniel,78745,30.223560390137767,-97.78429500685064,Private room,100,1,1,2015-10-12,1.0,1,339
6316186,Quiet private room (no fees),461733,Galit (Gail),78745,30.216972162259502,-97.80503991072048,Private room,75,1,9,2015-10-13,1.5,1,20
8609730,Townhouse off of South Congress,45294316,Shelby,78745,30.207335209856076,-97.77541102515677,Entire home/apt,250,1,0,,,1,14
8320268,Cozy BR - 15 minutes from DT!,5150537,Michael,78745,30.19296935713655,-97.82950260788118,Private room,38,1,4,2015-10-15,2.14,2,350
5010742,Great 4 Bedroom Home,383058,,78745,30.213071848016558,-97.80456968839806,Entire home/apt,320,2,2,2015-04-12,0.25,1,344
7780896,Urban Suburban GetAway,40939251,Pamela,78745,30.18818046919475,-97.80108984405008,Private room,73,1,0,,,1,365
8614941,ACL weekend,29219930,Angie,78745,30.211583256638626,-97.78874451944824,Private room,150,1,1,2015-10-11,1.0,2,13
5682948,Toyota Van to EZcamp in,1568741,Jim O',78745,30.208153897826385,-97.76956114452874,Private room,30,2,0,,,15,365
931353,GREAT HOUSE FOR SXSW,5016185,Dani,78745,30.223263547357202,-97.79135569616619,Entire home/apt,500,1,0,,,1,365
4076557,Newly Renovated So. Austin getaway,21144180,Peter,78745,30.22316266242732,-97.77665861346279,Entire home/apt,135,2,25,2015-10-19,2.03,1,165
8238039,Quiet Apartment for November!,43442543,Kendall,78745,30.20020527899281,-97.77106958059885,Entire home/apt,110,1,1,2015-11-07,1.0,1,22
373636,Stay at Chateau Richard for SXSW,7649,Dot,78745,30.18662756668783,-97.78480254744093,Private room,125,3,0,,,1,365
8566839,Texas Homestead Bunk Room,38593308,Conor,78745,30.22776125195661,-97.78087555470678,Shared room,25,2,1,2015-10-25,1.0,5,365
6690195,Cozy 1 bedroom Soco Apt,35016589,Tara,78745,30.219679361795496,-97.77010654017408,Entire home/apt,69,1,10,2015-08-07,2.24,1,115
4141322,Apartment available for for ACL,916736,Cavason,78745,30.22165459627087,-97.79176756604782,Entire home/apt,150,1,0,,,1,365
1919207,"Good room for F1, 5minutes to metro",9586902,Mathew,78745,30.215074095320343,-97.81770316052608,Private room,150,1,0,,,1,365
979857,1 bdm&bath in a SOCO apt for SXSW,5363380,Mandi,78745,30.199034427558022,-97.77586456647721,Private room,100,1,0,,,1,309
5190791,Spacious 2 Story Home ACL F1 Summer,17962235,Brendan,78745,30.193256335061232,-97.83114066753085,Entire home/apt,175,3,3,2015-08-09,0.39,1,344
372254,EZCamping in near SxSAustin!6,1568741,Jim O',78745,30.20981078689875,-97.77036769418476,Entire home/apt,14,2,9,2015-10-05,0.23,15,365
8825614,Spacious Room in South Austin,46227639,Melanie,78745,30.20168423373529,-97.76922636735969,Private room,50,1,2,2015-10-26,2.0,1,365
6400579,Beautiful Modern South Austin 3/2.5,25954534,Joel,78745,30.221825279273858,-97.78085378651808,Entire home/apt,369,2,0,,,1,7
5318910,"Spacious town home, moments from DT",9408015,Jillian,78745,30.21948415318351,-97.79265148423843,Entire home/apt,700,1,0,,,1,243
1124510,Charming Loft in Austin,1666088,Edith,78745,30.2212408507752,-97.77933163483705,Private room,50,1,64,2015-10-17,2.8,3,53
172104,South Austin- close to the action!,746286,Isabel,78745,30.19317562023773,-97.82095101635944,Entire home/apt,100,1,1,2015-07-09,0.25,2,78
5217975,GREAT GROUP HOUSE  FOR PSYCHFEST!!!,3638285,Jenifer,78745,30.185627273732678,-97.77893319624953,Entire home/apt,200,2,1,2015-03-23,0.13,1,254
8035781,Private Bedroom/South Austin,17406846,Emily,78745,30.211881233323087,-97.782026080639,Private room,55,2,4,2015-10-26,3.33,1,358
5447513,SXSW room & private bath (South),28257291,Beth,78745,30.222437781151232,-97.80486602338344,Private room,100,1,1,2015-03-23,0.13,1,230
8514333,Peaceful South Austin Getaway,15108597,Rachel,78745,30.2063439276187,-97.79784955145823,Entire home/apt,60,2,0,,,1,52
8654242,Great home & location for ACL & F1!,10123594,Jayme And Joey,78745,30.211493972096854,-97.78364469144708,Entire home/apt,399,2,0,,,1,11
4262528,South Austin Retreat 15min to DT,22123702,Julia Celeste,78745,30.19129404116682,-97.81641300521208,Entire home/apt,235,4,2,2015-03-23,0.25,1,76
9208223,Spacious 1-bedroom in South Austin,7882884,Priscilla,78745,30.20470243678782,-97.77175813071626,Entire home/apt,90,3,0,,,1,7
8878602,Luxury Soco apartment for F1!,46461804,Sarah,78745,30.193548254549345,-97.77578049458624,Entire home/apt,300,1,0,,,1,365
8090472,The Cat Lady Suite,38593308,Conor,78745,30.227175719642197,-97.77938184970965,Private room,60,1,11,2015-11-01,4.65,5,365
6686263,Cozy home near downtown,34832534,Katy,78745,30.223987794477676,-97.7814852726537,Entire home/apt,105,1,0,,,1,9
2524101,Bedroom near Downtown Austin!,12923614,Laura,78745,30.21220390061946,-97.76097324386356,Private room,89,3,3,2015-04-14,0.38,1,365
1288917,Cozy 3/1 w/ large backyard for ACL ,7009897,Angie & James,78745,30.221355382927083,-97.7871314618632,Entire home/apt,200,1,0,,,1,365
5354907,INSTANT BOOK: Private Bedroom #1,12925390,Nathan & Julie,78748,30.17960679821225,-97.79339005214595,Private room,35,2,33,2015-10-20,4.02,2,68
9109785,South Austin,47479048,Tim,78748,30.1603723211131,-97.81787173313822,Private room,75,1,0,,,1,365
4279738,Futon Room with Music Memorabilia,21987980,Sam,78748,30.184915197093247,-97.82688725400264,Private room,44,2,15,2015-10-27,1.66,4,363
5091742,2 private bedrooms w/bath ,26304806,Chelsea,78748,30.18641168534192,-97.819499110118,Private room,100,1,12,2015-10-19,1.36,1,365
8554800,Private 3 Room Suite! 2 guests,4290795,Sherry,78748,30.184559424935827,-97.83358994062401,Private room,99,2,0,,,2,342
4291196,South Austin Cozy Home,184029,Amy,78748,30.181168749273024,-97.82527654194719,Private room,95,1,0,,,1,365
5729029,Futon in living room,29654802,Will,78748,30.15919439694932,-97.81878251016869,Shared room,15,2,10,2015-09-07,1.3,3,365
4283118,Comfy room / private bathroom,22235965,Dana,78748,30.181443170070626,-97.8309282339824,Private room,75,1,8,2015-10-28,1.01,1,342
4296935,Sweet Suite in South Austin,22306998,Molly,78748,30.17410531106757,-97.78843199586369,Private room,50,1,10,2015-10-07,1.05,1,346
7047528,Unique South Austin Home on 5 acres,22299444,Adam,78748,30.19274909277625,-97.83851479717615,Entire home/apt,1000,7,0,,,2,78
1792601,Your home away from home during F1!,9405106,Sarah,78748,30.18256052929189,-97.8349146060544,Entire home/apt,500,1,0,,,1,365
3081552,Comfy S Austin ACL F1 and FFF Stay!,10712148,Dmitri,78748,30.168591417116772,-97.81953625135269,Private room,110,1,2,2015-05-17,0.31,1,179
8670988,South Congress Large Austin Rental,1523587,Dallas,78748,30.17653298950244,-97.79094569865772,Entire home/apt,150,3,0,,,9,361
5685971,Cozy apt with private bath. ,29482363,Jacob,78748,30.173425308956872,-97.80580075891295,Private room,199,1,0,,,1,365
8354052,private master suite - South Austin,44033022,Taelor,78748,30.161024452194393,-97.83738950103107,Private room,150,2,0,,,2,308
919869,Cozy Condo Minutes from Downtown!,3257839,Shaniece,78748,30.192236127375125,-97.8387422707222,Entire home/apt,375,1,0,,,1,365
4195742,Plenty of room to share,21767023,Mike & Noelle,78748,30.17393499594184,-97.78896079024786,Private room,200,1,0,,,1,365
8762539,PRIVATE ROOM-HOME NEXT TO GREENBELT,45953860,Diana Chan,78748,30.167655788897505,-97.84138564575687,Private room,50,1,0,,,2,365
2261171,Private & Spacious S.Austin Retreat,8669707,Melissa,78748,30.18034016969597,-97.79502346619688,Entire home/apt,575,2,32,2015-11-02,1.6,1,328
80494,SXSW !! 3BR house in S Austin!!,434998,Greg,78748,30.1848802371418,-97.83152173317451,Entire home/apt,100,3,4,2015-10-06,0.09,1,176
1117880,"Spacious, Contemporary, Comfy Home",5920345,Anique,78748,30.1559712573823,-97.80338531191721,Entire home/apt,199,2,16,2015-10-26,0.68,1,363
8372940,S. Austin 3/2 House 15 min to Dtwn,43366722,Laura,78748,30.177870248217488,-97.80409118705505,Entire home/apt,249,2,3,2015-10-25,1.84,1,331
676107,Private Upstairs Oasis! ,3434065,Leia & Keri,78748,30.153896657401663,-97.80284621748864,Private room,59,1,87,2015-11-01,3.48,2,342
8210658,Casa Mateo,40857762,Matthew,78748,30.17950258153035,-97.79906464319691,Entire home/apt,95,1,6,2015-11-02,2.9,1,353
973811,Be our guest 4 SXSW!,5321441,Nathan,78748,30.17962925224221,-97.80392649135126,Private room,110,1,0,,,1,365
7052253,Secret Garden in the City,8815174,Kim,78748,30.18042976332818,-97.81199030746777,Private room,33,6,5,2015-09-06,1.63,1,106
1576290,Private room with private bath kitc,8223285,Ronald,78748,30.189327347532963,-97.82398348896669,Private room,115,1,0,,,1,365
2461057,single bedroom w/ private bathroom ,12159841,Phoebe,78748,30.17768760469352,-97.80085999264358,Private room,125,1,0,,,1,365
7179689,Private bed & bath in South Austin!,37612490,Andrea,78748,30.162535925300013,-97.83050299688334,Private room,45,1,10,2015-10-26,2.88,1,56
3801827,Comfy HOUSE 3B/2.5 South ATX!,19530930,Amanda,78748,30.17430336627222,-97.78925656727094,Entire home/apt,250,2,0,,,1,363
8524358,Private 2 Rooms + Bath 2-4 guests,4290795,Sherry,78748,30.185365210315016,-97.83373626243349,Entire home/apt,99,2,1,2015-10-11,1.0,2,337
4330074,"Spacious Home with Yard, Sleeps 5",22482852,Mark,78748,30.148423532644024,-97.81169039991337,Entire home/apt,450,2,0,,,1,365
7508579,Shady Room in South Austin,39335548,P.M.,78748,30.17901304745027,-97.81249825148888,Private room,25,7,0,,,1,74
9253896,Backyard camping,48078622,Brenda,78748,30.16962361872415,-97.79352315971063,Shared room,21,1,0,,,1,13
5729004,Corner Bed with window view,29654802,Will,78748,30.158924196935548,-97.81694949273485,Shared room,20,2,5,2015-06-16,0.71,3,365
5630859,The coziest room in S. Austin!,29133913,Yana,78748,30.154180834812134,-97.81638652989665,Private room,79,1,0,,,1,364
912538,2br/2b apt minutes to downtown!,4896654,,78748,30.151198740412386,-97.79257713627828,Entire home/apt,300,1,0,,,1,365
5534228,INSTANT BOOK: Private Bedroom #2,12925390,Nathan & Julie,78748,30.178915530480328,-97.79486565043246,Private room,39,2,23,2015-10-22,2.95,2,21
2488110,South Austin home available - SXSW,12733340,Kyle,78748,30.17576559419648,-97.83953783555108,Entire home/apt,350,7,0,,,1,365
6863039,The Layover,35030054,Deborah,78748,30.180532184886374,-97.83123057772713,Private room,120,1,0,,,1,364
4341443,Hill Country Room,21987980,Sam,78748,30.185553653024645,-97.82921818415329,Private room,49,2,5,2015-10-10,0.44,4,341
9009745,Cozy south Austin home with deck,31105898,Carla,78748,30.18363831398475,-97.7968255845909,Private room,100,1,0,,,1,177
8206874,Comfy Private Room in S. Austin,24006804,Natalia,78748,30.190446495990834,-97.83481331734815,Private room,50,1,0,,,1,363
4308274,Village Community,2507022,,78748,30.141509389148787,-97.82693665668228,Private room,27,2,1,2015-03-22,0.13,1,365
5652310,Single Room for Rent,28835944,Sarah,78748,30.182675696206392,-97.79658657802082,Private room,99,1,1,2015-03-21,0.13,1,212
7746257,Private Bedroom/Private Bathroom!,40073801,Barbara,78748,30.178331689351072,-97.82873904545431,Private room,60,1,5,2015-10-05,2.34,1,354
5719541,Private Room(s) in Artist Community,29654802,Will,78748,30.15722221329441,-97.81915773929563,Private room,40,2,8,2015-10-22,1.09,3,313
8342413,"Upstairs 4/2 Getaway, F1  Austin",43973265,Beverly,78748,30.162569103572626,-97.85322272931688,Private room,275,2,1,2015-10-19,1.0,1,22
8309943,Peaceful home in south Austin,43811643,Roxy,78748,30.18142702954484,-97.78712769919865,Entire home/apt,120,1,7,2015-10-26,4.29,1,328
8539336,private room,44033022,Taelor,78748,30.15962186585712,-97.83576123501764,Private room,100,2,0,,,2,19
676959,Cozy/ Private Rm in S. Austin!,3434065,Leia & Keri,78748,30.15414827631493,-97.80317193278015,Private room,50,1,149,2015-11-01,5.41,2,359
1055965,SXSW - EZ Livin & Comfort in Austin,2841250,Monica,78748,30.159885728295784,-97.80168232202246,Private room,150,2,0,,,1,365
4288292,The Aztec Room,21987980,Sam,78748,30.185460562238468,-97.82915643782093,Private room,44,2,9,2015-11-03,1.04,4,364
2319673,Backyard apartment,11546580,,78748,30.148320239616105,-97.81448724286976,Entire home/apt,75,3,8,2015-10-12,0.4,1,365
8797087,Roomy home in South Austin,45400125,Sean,78748,30.181911057666134,-97.83537654009935,Private room,57,1,0,,,1,364
8050989,South Austin Charm,39371059,Luke,78748,30.168003361512856,-97.8437770972273,Private room,75,2,1,2015-10-12,1.0,1,365
5693774,Last Minute SXSW Accomadations!,29515541,Holly,78748,30.156106516602996,-97.83105255234459,Private room,150,1,0,,,1,209
8780307,COZY BEDROOM IN S. AUSTIN,1873431,Vania,78748,30.17795317585824,-97.8248762038948,Private room,60,1,1,2015-10-12,1.0,1,298
8628158,1 bed Apartment South Austin!,45380097,,78748,30.139921430487355,-97.79973603278093,Entire home/apt,250,1,1,2015-10-19,1.0,1,363
2374049,"10min drive to dtown, walk to shop!",12128888,Alex And Shirley,78748,30.167911255898204,-97.79808991388434,Private room,50,1,9,2015-06-15,0.45,1,189
5617874,South Austin LGBT-friendly ,23413713,Laney,78748,30.149095038032645,-97.83958416922718,Private room,100,1,0,,,1,365
4174331,Own room 15 mins from ACL & DwnTwn,2483973,Jessie,78748,30.172961610863823,-97.79753663877935,Private room,55,1,3,2015-08-29,0.23,1,311
6992330,Chinese Room with King Size Bed,21987980,Sam,78748,30.184309783387533,-97.82830171006991,Private room,54,2,0,,,4,363
6433042,Songwriter's Hideaway,29654802,,78748,30.158715309691807,-97.81730385421837,Private room,35,3,1,2015-05-25,0.18,3,365
3907135,7 miles to Zilker Park (ACL)-3 beds,11515967,Emma,78748,30.179730856885914,-97.82413754540636,Entire home/apt,200,2,0,,,1,365
8816483,SPECIAL DECORATED KID'S RM 1-3 KIDS,45953860,Diana Chan,78748,30.167800493279966,-97.84253426159908,Private room,50,1,0,,,2,365
5736280,Airstream Recording Studio Space,29654802,,78748,30.159093013427118,-97.81786206643652,Private room,30,2,10,2015-08-08,1.3,3,365
2339198,Charming Upper North Austin Home,11946145,Ryan,78729,30.47515088823425,-97.72801172379944,Shared room,60,1,4,2015-10-04,0.19,1,365
9214127,Luxurious twin bunk bed (Top Bunk),47037305,Mackenzie,78729,30.43852599783851,-97.75767430735235,Shared room,14,1,0,,,4,356
9152149,Cozy apartment!,47648409,Eden,78729,30.445281473831507,-97.77350482555809,Shared room,27,1,0,,,1,356
8705135,Room in N. Austin near Cedar Park,45698007,Albert,78729,30.465639374155177,-97.76250943324223,Private room,45,1,0,,,1,6
9007623,Charming room 20 mins From Downtown,47037305,Mackenzie,78729,30.438592301029328,-97.76077281187295,Private room,30,1,8,2015-11-06,8.0,4,339
330301,Entire Upstairs in NW Austin,1685125,Janet,78729,30.45095542784243,-97.76467217444358,Private room,150,5,12,2012-08-28,0.27,1,365
4613843,Only 20min to Downtown Austin!,23878047,Sommer,78729,30.4574963850692,-97.77498037872923,Private room,50,1,5,2015-10-21,0.85,2,311
946964,I BR in clean house,5131525,Paul,78729,30.45531461082965,-97.78602770281269,Private room,100,1,0,,,1,365
8595469,North Austin Private Room and Bath,45234848,Kelsey And Jeremy,78729,30.44870629953289,-97.77416126044865,Private room,50,1,1,2015-10-11,1.0,1,347
9013860,Nice clean room in NW Austin Home,47066538,Yalim,78729,30.45187472153609,-97.75905313355837,Private room,40,1,0,,,1,365
8590614,Executive Suburban Rental,10240866,John And Joanna,78729,30.44341717705803,-97.76726693415674,Entire home/apt,125,7,0,,,1,152
6494234,Large Flat in N Austin w Extras!,300435,Whitney,78729,30.470339197635962,-97.76417956623405,Entire home/apt,50,3,0,,,1,73
4134775,Cozy ACL Fest,2121044,,78729,30.45770472132677,-97.75554825001377,Private room,148,1,0,,,2,365
5272399,"3 bed, 2 bath 2nd floor loft",1421618,,78729,30.463110615647267,-97.78614949441038,Entire home/apt,180,1,1,2015-08-23,0.38,1,143
9240482,"750 sq ft, 3rd floor apartment",48026933,Jamie,78729,30.437981152444024,-97.7593699153943,Entire home/apt,79,2,0,,,1,178
936349,Near Apple& Dell w/breakfast,2121044,,78729,30.45617330014161,-97.75694772537788,Private room,75,2,37,2015-09-09,1.14,2,364
8570548,Spacious Austin greenbelt livin,21086938,,78729,30.45260223335413,-97.75457200350412,Private room,50,1,0,,,1,365
8408494,Cozy Queen Bedroom,10240866,,78729,30.440587614329253,-97.76646851603323,Private room,56,1,0,,,1,165
7398569,Nice clean family house,7519885,,78729,30.471669017727656,-97.77868127342072,Entire home/apt,140,3,3,2015-10-29,1.08,1,333
9045242,North Austin Gem,47198313,Jason,78729,30.45262242860746,-97.75568389599957,Private room,59,2,0,,,1,90
9041431,Clean couch to surf or sleep on,47037305,Mackenzie,78729,30.43702633768569,-97.76242313784388,Shared room,20,1,3,2015-10-30,3.0,4,359
1929377,Modern Retreat w/ Private Bathroom,1421618,Diana And Paul,78729,30.463252306268235,-97.78583771952465,Private room,67,1,36,2015-10-12,2.7,1,129
7645794,Second NW Room,8186,Elizabeth,78729,30.45743883579184,-97.78351825689205,Private room,35,1,2,2015-08-21,0.74,2,37
6276488,Cozy North Austin Room w/ Perks!,23878047,Sommer,78729,30.456963126578685,-97.77403695448729,Private room,48,1,31,2015-11-04,5.57,2,316
2072437,North Austin Rental SXSW WEEK,5004836,Laura,78729,30.45570551805169,-97.76896540183571,Private room,180,1,0,,,1,365
5769,NW Austin Rooms,8186,Elizabeth,78729,30.455963960888727,-97.78370172423466,Private room,36,1,180,2015-10-26,2.65,2,96
1028269,Austin Zen Stay / Olive Garden 15,1427814,Andrea,78752,30.328704679253626,-97.6784439109864,Private room,55,1,10,2015-10-12,0.33,10,365
985862,Austin Zen Stay / New Classic 13 ,1427814,Andrea,78752,30.326582871024648,-97.67826355392499,Private room,65,1,9,2015-06-30,0.31,10,280
80383,"Deluxe Room Sleeps Up to 4, Near DT",422589,John,78752,30.33016443232189,-97.68762541197168,Private room,80,2,8,2014-09-17,0.25,3,363
8762035,1 bedroom apt-6 miles from downtown,45945565,Tien,78752,30.32939178390545,-97.68121305530455,Entire home/apt,260,1,0,,,1,5
5552586,Great Centrally Located Large Apt,28788505,Ashley,78752,30.32681393168767,-97.70138799711883,Entire home/apt,70,3,0,,,2,281
5538509,1 bedroom in Central Austin,5927859,Yolanda,78752,30.321567265962315,-97.7174328640902,Private room,50,1,9,2015-10-18,1.14,1,179
1542779,Private Austin room3 10 min Downtwn,7567467,Chalu,78752,30.327832270496675,-97.68323031541573,Private room,50,1,20,2015-09-25,0.75,5,89
5683309,Private Room North Central Austin,21159176,Janette,78752,30.33366686360793,-97.70984012351164,Private room,50,1,7,2015-11-05,2.08,1,362
8539519,Private room in a charming home,21055284,Marisol,78752,30.34141898846228,-97.7074608800694,Private room,60,1,4,2015-10-19,3.24,1,354
2447757,"Hip, contemporary house in midtown",8348927,Brennan,78752,30.324361946052193,-97.71999833905805,Private room,200,1,1,2015-03-18,0.13,1,365
7634753,Private Bed and Bath Room,4705378,Laura,78752,30.33649396404761,-97.71047071457008,Private room,130,1,0,,,1,74
2473086,Private room in Central Austin,12648284,Patricia,78752,30.340713521186395,-97.71184096168172,Private room,60,2,0,,,1,356
2500448,The Chicken Coop,2197958,Erik,78752,30.33880267334583,-97.7089434729083,Private room,46,1,0,,,2,365
8153354,Master Bedroom in a two Bed Apt,10642170,Ketan,78752,30.331310884335466,-97.72288135970749,Private room,30,4,0,,,1,330
174828,4bd/2ba Central Austin Retreat,835236,Jenny,78752,30.32921336876423,-97.7164700345135,Entire home/apt,350,2,94,2015-11-01,1.87,1,330
7643663,Modern Guest House in Central ATX,7707717,Karmyn,78752,30.33050957343739,-97.71977763993492,Entire home/apt,125,1,3,2015-10-11,2.25,1,345
7762229,Cozy house with lots of privacy,40816991,Abigail,78752,30.328756586533945,-97.71786005687885,Entire home/apt,150,2,0,,,1,22
2345788,SXSW-Central/close to transit,11979558,Beth,78752,30.328949404706147,-97.71952807825103,Entire home/apt,500,4,0,,,1,365
223230,Newly Renovated Central House!,583537,Courtney,78752,30.328272260703216,-97.71559699826902,Entire home/apt,150,1,37,2015-10-25,0.75,1,362
2467149,CHARMING CENTRAL HOUSE FOR SXSW,12616608,Stephanie,78752,30.329429928552013,-97.72169837561474,Entire home/apt,250,4,0,,,1,365
880568,4/2 Central Austin House for SXSW,3531112,Jason,78752,30.339730009768004,-97.71056824386129,Entire home/apt,700,3,0,,,1,365
8274367,Cute 3/2 House Close to Rail,43630700,Daniel,78752,30.3340816266956,-97.71272627721727,Entire home/apt,150,2,0,,,1,39
5285796,The Chicken Coop,2197958,Erik,78752,30.33853811837807,-97.7100537067209,Entire home/apt,189,2,3,2015-05-26,0.39,2,365
8339367,Great home in Central Austin,13105303,Carl,78752,30.332789213679533,-97.71455174961248,Entire home/apt,150,1,0,,,1,356
4891249,Stylish 2BR 2Bath Condo,23123426,Jarred,78752,30.342814657229052,-97.71118962910622,Entire home/apt,110,2,1,2015-10-12,1.0,1,87
2526099,Relaxing Treehouse off Guadalupe,5091069,Rachel & Drew,78752,30.335415909353586,-97.71614645016884,Private room,50,2,12,2015-10-27,0.85,1,5
8293964,1 Large Couch in 2 bed apartment,3577832,Jeremiah,78752,30.33913511866607,-97.71481326666373,Shared room,40,1,3,2015-10-26,1.76,1,365
8034552,Cozy Home in Highland Neighborhood,41472829,Audrey,78752,30.343653371774217,-97.71091947566671,Private room,50,1,1,2015-10-06,0.91,1,354
4330415,Clean1 rooms and blow-up bed in liv,22484446,Sylvia,78752,30.338684967232663,-97.71499111325191,Private room,200,1,3,2014-12-14,0.24,1,365
78640,Sun Harvest Room-10 min to Downtown,422589,John,78752,30.333127930047322,-97.68958043402351,Private room,42,1,8,2015-10-24,0.18,3,363
5695891,Entire home close to downtown!,13809212,Christopher,78752,30.33774969350554,-97.71461973139047,Entire home/apt,252,2,8,2015-10-11,1.43,1,362
5512277,Private Guest House Sleeps Six,25401481,Wren,78752,30.338028343797603,-97.71270513183586,Entire home/apt,85,1,29,2015-10-26,3.99,1,359
4928722,Central Austin House,6877708,Erin,78752,30.33069775670984,-97.7111970957985,Entire home/apt,275,1,3,2015-06-29,0.59,2,160
2289274,Austin home available for SXSW,11693860,Mary Jane,78752,30.3327544943182,-97.71274747143907,Entire home/apt,500,1,0,,,1,365
4845924,Private Guest Bed/Bath in Austin,6877708,Erin,78752,30.332476344497987,-97.7110985271676,Private room,50,1,6,2015-10-30,0.64,2,52
5470495,1 Private Rm - 15 min Train to DT,17820132,Benjamin,78752,30.33352562427585,-97.71691842889263,Private room,50,1,9,2015-10-06,1.13,1,173
424920,Room in Centrally Located Home,1688783,Mandi,78752,30.333602572309626,-97.70829728301291,Private room,75,1,3,2014-04-01,0.08,1,365
2391847,Charming 1BD for SXSW ,10895151,Parker,78752,30.33781549734721,-97.71150058993244,Private room,200,1,0,,,1,365
5620241,Air Mattress in Cozy Apartment,28788505,Ashley,78752,30.327999079430555,-97.70302065588076,Shared room,35,1,17,2015-10-25,2.13,2,241
279532, Austin Zen Stay / Moonlight Room 6,1427814,Andrea,78752,30.32670707170532,-97.67829763008676,Private room,49,1,15,2015-09-30,0.34,10,358
5458325,Central Austin Living,26426217,Charlie,78752,30.33922780912464,-97.71673179284723,Shared room,50,1,6,2015-10-12,0.76,1,363
2509516,Austin home with open room for sxsw,12810508,Brett,78752,30.333609994992074,-97.70913268192959,Shared room,200,1,0,,,1,365
272814,Austin Zen Stay / Peach Classic 11,1427814,Andrea,78752,30.328593084040023,-97.678190230136,Private room,45,1,14,2015-09-16,0.32,10,325
5089783,Austin Zen Stay / Secret Garden 8,1427814,Andrea,78752,30.32691814602307,-97.67866793706655,Private room,65,1,0,,,10,323
381833,Austin Zen Stay / Cowboy Room 9,1427814,Andrea,78752,30.328466092814693,-97.67781350294213,Private room,55,1,8,2015-10-16,0.18,10,365
2577508,"Cozy 2/1, 2 Minutes to Metro Rail",13199534,Christie,78752,30.330450143782016,-97.7182521644779,Entire home/apt,200,1,2,2015-03-22,0.25,1,362
153050,Close to downtown&Featured in HGTV!,415039,Noelle,78752,30.33425158533441,-97.71006263227848,Entire home/apt,325,2,43,2015-10-26,0.97,1,340
8301814,Cozy Hipster Bungalow,22956065,Lauren,78752,30.33085826170857,-97.72033700623905,Private room,73,1,1,2015-10-12,1.0,1,365
1028291,Austin Zen Stay / Green Apple 16,1427814,Andrea,78752,30.3273720390583,-97.67793454929763,Private room,55,1,5,2015-08-30,0.16,10,339
4100227,Roomy One Bedroom Apt & Art Studio,16154063,Kendal,78752,30.32713686560807,-97.70049433527687,Entire home/apt,99,1,41,2015-11-02,3.08,1,348
2351962,Rufus Bungalow,8944881,Mark,78752,30.333719018725,-97.71014719874715,Entire home/apt,119,3,30,2015-10-26,1.45,2,330
1401705,Private Austin room1 6mi 2 Downtown,7567467,Chalu,78752,30.325814210877514,-97.68251534347162,Private room,45,2,44,2015-08-24,1.6,5,352
6759963,Cozy Room in Central Austin,2632642,Harish,78752,30.32967922686621,-97.71923922556229,Private room,65,1,20,2015-10-26,4.76,1,343
3138844,Austin North Central,15937459,James,78752,30.333816734832983,-97.70885785037213,Private room,125,1,0,,,1,365
5620185,SXSW - 2/1 Bungalow Basecamp,17270608,Paige,78752,30.32379712877977,-97.71699864628005,Entire home/apt,480,2,0,,,1,215
4456211,Spacious Apt minutes from DT!,23123269,Valerie,78752,30.323609162163216,-97.69887429149685,Entire home/apt,280,1,0,,,1,348
925130,Newly Renovated Warm + Modern Home!,4976081,Danielle,78752,30.3331388837221,-97.7107732551096,Entire home/apt,295,1,12,2015-10-19,1.35,1,48
3271774,"Beautiful Rm, yard, hardwood home!",4717260,Tony,78752,30.32521600529138,-97.71627235532392,Private room,49,1,13,2015-09-17,0.83,3,320
5429585,"Room w/ private entry, walk to rail",21876735,Alex,78752,30.33898115679204,-97.71237625365393,Private room,75,1,7,2015-10-12,0.82,1,286
83643,Fun Central Austin Convenience ,456230,Michele,78752,30.32373088381832,-97.71629420495228,Private room,54,2,99,2015-10-27,1.96,1,347
970390,Sunny & quiet room in East Austin,1813665,Jenn,78752,30.32831691051719,-97.68896500495009,Private room,65,2,14,2015-10-11,0.43,1,359
279476,Austin Zen Stay / Home Office 12,1427814,Andrea,78752,30.328299633838487,-97.6780796404892,Private room,65,1,14,2015-06-12,0.32,10,365
1751368,Beautiful 3 rm 'Half' Home Special!,4717260,Tony,78752,30.325207159664068,-97.71649483084482,Private room,100,1,5,2014-05-27,0.2,3,324
8697712,Private room in Central Austin,45662705,Aruna,78752,30.331868234564627,-97.72107670238114,Private room,30,1,0,,,1,364
4242159,2 BR Hardwood House,22011023,Wade,78752,30.32886253345381,-97.71752449682863,Entire home/apt,200,1,0,,,1,365
5256666,Beautiful Blend of Modern & Vintage,27208642,Laura,78752,30.338427958663345,-97.70944783561691,Entire home/apt,460,1,0,,,1,250
1059128,"Spacious 3/2 House, 10min to Dwntwn",422589,John,78752,30.329410357328033,-97.68660678648928,Entire home/apt,199,2,26,2015-10-26,1.0,3,362
2336937,Master Bed & Bath 10mins 2 Downtown,7567467,Chalu,78752,30.326208981826376,-97.68137549907408,Private room,75,2,7,2014-11-13,0.34,5,364
5613534,Gorgeous large 1BR condo near metro,29098373,Dan,78752,30.335678027606978,-97.7180501728897,Entire home/apt,119,1,6,2015-11-06,1.08,1,363
