id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4403855,"Austin Guest House - ACL, SXSW, F1",10513183,Mitchell,78703,30.279303482733802,-97.76134389838025,Entire home/apt,170,3,20,2015-10-11,2.09,1,296
8633977,Treehouse Apartment near Downtown,45399468,Eric,78703,30.276678006601873,-97.75924611529337,Entire home/apt,1000,1,0,,,1,12
4446205,3BR/2BA Downtown Charming Bungalow,4641823,Erica,78703,30.274463568749372,-97.75829939260801,Entire home/apt,999,2,5,2015-10-19,0.58,7,350
8390607,"W 6th Condo, walk to ACL!",44211423,Diamantina,78703,30.275959087730502,-97.76328650490886,Entire home/apt,185,1,5,2015-10-26,3.57,1,42
8614516,Just blocks to Downtown! Formula 1,45316478,Megan,78703,30.27454462896263,-97.7645900448274,Entire home/apt,200,1,1,2015-10-04,0.83,1,13
8993068,Charming Home in heart of the city!,21082008,Stephanie,78703,30.276923689882405,-97.76027870488151,Entire home/apt,460,1,1,2015-10-21,1.0,3,365
4039329,Awesome spot in Clarksville!,20940808,Chelsey,78703,30.277354194823452,-97.75954097625488,Entire home/apt,125,2,0,,,1,245
8133062,Georgia's House,40900923,Nathan,78703,30.2791373402742,-97.76433479175468,Entire home/apt,295,2,7,2015-10-27,4.38,1,65
5458030,"Unique, private house near downtown",28308980,Katie,78703,30.2715740292837,-97.76404493381872,Entire home/apt,160,1,1,2015-03-20,0.13,1,229
7727328,Walk to 6th St & Whole Foods!,17180122,Roland,78703,30.273464952008055,-97.75385051299459,Entire home/apt,234,1,13,2015-11-01,4.53,1,360
9235370,Private Downtown Suite,27275235,Allison,78703,30.27676359443865,-97.75906942582958,Entire home/apt,140,3,0,,,2,88
3702736,2BR/2.5BA Downtown Austin Penthouse,4641823,Erica,78703,30.271899662271036,-97.75410768427912,Entire home/apt,350,2,23,2015-10-31,1.5,7,333
8238338,"Quiet condo in lovely, central ATX",43444254,Elizabeth,78703,30.29881771834893,-97.77867103383484,Entire home/apt,250,1,2,2015-10-25,1.67,1,162
4854533,SXSW Contemporary Treehouse Central,24973712,Susan,78703,30.30465450885933,-97.77422314321079,Entire home/apt,4250,5,0,,,1,298
2326669,Charming Clarksville Cottage,9454445,Jordana,78703,30.281424385409004,-97.7558050676327,Entire home/apt,950,1,0,,,2,365
4196884,Clarksville Cottage -  1.5BR/1BA ,1488733,Brooke,78703,30.27983741268635,-97.76494746557292,Entire home/apt,190,2,5,2015-10-09,0.41,17,282
8061510,Tarrytown Central Austin Bungalow!,18383728,Amy,78703,30.297119958303533,-97.7801987843183,Entire home/apt,259,2,2,2015-10-01,1.43,2,352
2855422,Austin Sanctuary,7440744,Jenny,78703,30.27526821353845,-97.75784383141098,Entire home/apt,120,1,26,2015-11-04,2.52,2,331
8915371,Charming Cottage Getaway,36677595,Sandi,78703,30.2905696697209,-97.7619146299646,Private room,82,1,0,,,1,364
1504603,Treehouse 1.5 mile from downtown,8038752,Robin,78703,30.291187314106608,-97.76962023599572,Private room,150,1,0,,,1,365
2502431,"Comfortable, Convenient- SXSW!",12122568,Brian,78703,30.293922995893933,-97.76115156007191,Private room,175,2,0,,,1,365
5122828,Executive Manor in Central Austin,26439378,Ben,78703,30.276949973554235,-97.7609980135492,Entire home/apt,3200,1,0,,,1,264
8634216,Quaint House - walk to ACL,2062198,Erin,78703,30.270800369064933,-97.75993293589491,Entire home/apt,250,2,0,,,1,364
8225133,Colonial Arms Apt in Clarksvillle,43372495,Bryan,78703,30.282542761183638,-97.7576367630223,Private room,49,1,17,2015-11-05,8.79,1,65
4227584,Central Austin Home ,4906697,Collin,78703,30.27542044354075,-97.7593837038896,Entire home/apt,1000,1,0,,,1,365
5278286,"Poolside Appt, Close to Downtown",13757521,James,78703,30.274748428668595,-97.76369417620168,Entire home/apt,500,2,0,,,1,248
8258093,Great location for ACL-walk dtwn,25081746,Paula,78703,30.273806143171104,-97.76088163717431,Entire home/apt,260,2,0,,,1,35
75957,PRIVATE COTTAGE APT-Central Austin,404260,Kelly,78703,30.29186673173278,-97.76823869053105,Entire home/apt,115,2,147,2015-10-26,2.6,1,325
972878,Central Austin Winsted Bungalow,5319009,Allix,78703,30.28991094124109,-97.76323300223277,Entire home/apt,72,2,19,2015-11-06,6.33,1,271
8383427,Upscale condo in heart of Austin!,22815932,Eric,78703,30.289950571056714,-97.76848289426405,Entire home/apt,250,3,1,2015-09-30,0.75,1,28
8907440,"Spacious, Modern, Mid-City Apt.",46586446,April,78703,30.28617333955699,-97.76384131700712,Entire home/apt,249,2,0,,,1,45
727748,ACL. Formula 1. SXSW-Perfect Home!,3771301,Anne,78703,30.29520248202275,-97.77235643966443,Entire home/apt,540,2,19,2015-11-01,0.52,1,351
4491871,Cozy quiet apartment close to DT,17898195,Megan,78703,30.27591856636488,-97.76170197681708,Private room,95,1,14,2015-10-19,1.16,1,357
8953386,Tarrytown Apt Right Next to DT ATX,18990000,Will,78703,30.28861210967896,-97.76485089176285,Entire home/apt,395,3,0,,,1,0
8026649,Beautiful apartment on W 5th,42078829,Arnaud & Emilie,78703,30.272847574073648,-97.76463191591485,Entire home/apt,150,2,4,2015-10-26,1.71,1,68
370345,Luxury Apartment Downtown Walking ,1866662,Wesley,78703,30.273559989233952,-97.76161444178723,Entire home/apt,600,14,0,,,1,365
1717090,Fabulous 3 Story  DowntownTownhome,9053200,Linda,78703,30.276914180900093,-97.75291637583264,Entire home/apt,265,2,20,2015-10-26,0.82,1,351
1578985,Master Suite In Charming Quiet Home,8117512,Scherry,78703,30.303490998538795,-97.75318514268163,Private room,120,1,0,,,2,365
4126874,3BR/2BA Downtown Austin Home,4641823,Erica,78703,30.273920081463146,-97.75836457418377,Entire home/apt,299,2,13,2015-08-24,0.96,7,189
2736478,BRYKERWOODS COTTAGE,14001503,Ramona,78703,30.302684930369853,-97.75162792943728,Private room,195,1,0,,,1,365
1742647,LARGE ROOM AND BATH IN DOWNTOWN,9171003,D O,78703,30.27541264599424,-97.75171307040505,Private room,150,3,8,2015-10-26,0.4,1,365
4365555,Cozy Room in Perfect Area!,19448278,Allison,78703,30.28228561000273,-97.75745773375763,Private room,45,4,0,,,2,340
4012735,Cozy spot in Charming Clarksville,1710670,Kaley,78703,30.28517299457149,-97.76185470020191,Private room,50,1,2,2015-07-18,0.48,1,189
966284,Downtown Luxury with Stunning Views,5259596,Mike,78703,30.268015952508012,-97.75447388460388,Private room,390,2,18,2015-10-27,1.3,1,274
3655702,Fresh casita near downtown,18495219,Claire,78703,30.305158026814052,-97.7557260348024,Entire home/apt,130,2,11,2015-10-25,0.83,1,91
346734,"Big, Colorful 3BD great for groups",1675869,Jordan,78703,30.30559188675321,-97.75284975741131,Entire home/apt,750,2,10,2015-04-12,0.23,1,365
1654502,Charming Apartment w/ Private Patio,4774963,Amanda,78703,30.301865662104483,-97.75360539206821,Entire home/apt,295,3,0,,,1,365
2305197,4/2 HGTV Home Bike to Downtown,11774281,Luke,78703,30.300918777548496,-97.75272429973879,Entire home/apt,950,3,1,2015-03-19,0.13,1,365
8533445,Short Term Rental - 6mos - 8 mos,4729109,Stacy,78703,30.28100268197188,-97.76089900137731,Private room,50,1,0,,,1,202
509833,Charming home in the ♥ of downtown,2511927,Amanda,78703,30.274284539141163,-97.75715670669868,Entire home/apt,224,2,24,2015-11-01,0.59,1,215
5625847,Beautiful Central Austin home ,5791700,Amy,78703,30.305515906410488,-97.75226270721788,Entire home/apt,325,1,1,2015-04-28,0.15,1,215
7917741,Breathtaking Lake Austin View,34613822,Brandon,78703,30.29956931620145,-97.78121828289888,Entire home/apt,800,1,0,,,2,365
50334,Villa in Central Austin for ACL!,230747,Suzanne,78703,30.28270570799269,-97.75880877995328,Private room,300,7,3,2015-03-18,0.05,1,365
8061724,Tarrytown Bungalow A Central Austin,18383728,Amy,78703,30.298249397402724,-97.78035865908777,Entire home/apt,259,2,0,,,2,341
5219974,Austin -1.5 miles from Downtown,26099522,Mike,78703,30.289124722872252,-97.76524436545846,Entire home/apt,350,2,0,,,1,352
5768833,"Hot Spot!! Lake View, by Hula Hut!!",29928530,Lyle,78703,30.29675249244956,-97.78209706427572,Entire home/apt,195,2,6,2015-10-05,0.85,1,251
8880973,Clarksville Studio w/ Sleeper Sofa!,21412692,Jason,78703,30.28458732259467,-97.76273873589821,Entire home/apt,69,1,5,2015-10-31,5.0,4,68
5252098,Bungalow Less than 2 Miles from DT,27184256,Marshall,78703,30.281871324319024,-97.76537501162257,Entire home/apt,850,1,0,,,1,365
4051142,West 6th Street Apartment,21006709,Mary,78703,30.27447479737552,-97.76433052241435,Entire home/apt,200,1,15,2015-09-21,1.21,1,365
2249223,3BR/3BA Eclectic Downtown Austin,4641823,Erica,78703,30.27646350461156,-97.756504138843,Entire home/apt,1199,2,0,,,7,244
5685281,1 BR Available Immediately for SXSW,29477552,John,78703,30.27409001454999,-97.75934560159357,Entire home/apt,200,1,0,,,1,209
2495175,2BR/2B for Rent,3400220,Natasha,78703,30.275103154815213,-97.76496348160921,Entire home/apt,950,1,0,,,1,365
2387064,3/2 in the Heart of Austin,12193579,Rob & Julie,78703,30.305453075885357,-97.75638575903349,Entire home/apt,600,4,0,,,1,238
1266401,"2/1 Near Dwntwn, UT, SOCO, Zilker",6893843,Nora,78703,30.291439828211217,-97.7693330102928,Entire home/apt,120,3,68,2015-11-02,2.42,1,354
8691146,TerryTown Austin Walk to ACL,45632267,Tyler,78703,30.28655716334319,-97.76538397395784,Entire home/apt,300,1,0,,,1,7
345118,Chic Historic Tucked Away Studio,1644657,Alexis,78703,30.272073753857953,-97.75574465602024,Entire home/apt,95,2,58,2015-10-26,1.3,1,358
7691629,Downtown Austin Luxury Apartment,19810952,Geoff,78703,30.268636743001352,-97.75533717500453,Entire home/apt,499,2,7,2015-10-20,2.69,1,84
3009924,New Modern Home in Central Austin,6686585,Jim,78703,30.29471930011921,-97.77121615624836,Entire home/apt,500,1,0,,,1,0
8502604,2BR Condo - walk or bike to ACL!,1782579,Courtney,78703,30.290371063610056,-97.76978201474616,Entire home/apt,480,1,0,,,1,21
6882179,8BR/8BA Historic LBJ Mansion,31148752,Bo,78703,30.2965427351549,-97.77316687597664,Entire home/apt,7599,2,0,,,2,337
7258262,"Bright, Clean & Modern in Tarrytown",9704934,Shawna,78703,30.29252046260552,-97.76353287493788,Entire home/apt,350,3,0,,,2,138
8651753,1 Bedroom Guest House close to ACL,16047781,Austin,78703,30.295868847064717,-97.76628082756969,Entire home/apt,350,1,0,,,1,12
945496,Downtown Clarksville! Walk to 6th! ,1693181,Lindsay,78703,30.27849349700986,-97.75378080740437,Entire home/apt,89,1,141,2015-10-21,4.32,1,350
6432177,"Central Retreat-DT, UT &Lake Austin",33572970,Stephanie,78703,30.29361185126439,-97.77740258359577,Entire home/apt,135,2,2,2015-10-19,2.0,1,362
4145599,"Cozy, quiet condo in heart of city.",16675705,Joey,78703,30.28322856465357,-97.76377997525191,Entire home/apt,85,2,38,2015-11-02,3.92,1,343
4081021,Old West Austin Apartment,21167796,Jeff,78703,30.27597967379277,-97.75839225295302,Entire home/apt,100,1,2,2015-03-22,0.14,1,189
2048537,BEAUTIFUL DOWNTOWN AUSTIN RETREAT.,10500741,Molly,78703,30.275715302957412,-97.75866847264452,Entire home/apt,475,2,21,2015-09-27,0.99,1,296
7909952,Convenient Clarksville Guest House,5843845,Charlotte,78703,30.283777199716067,-97.76059159767514,Entire home/apt,145,1,5,2015-10-20,2.59,1,337
5647599,SXSW Bungalow!!  10 mins from DT,29238839,Karen,78703,30.307470250081874,-97.7524132631562,Entire home/apt,125,1,1,2015-03-23,0.13,1,213
5319598,3beds/3.5 baths in Pemberton,17333333,Kate,78703,30.29951017133691,-97.75542086710958,Entire home/apt,966,1,0,,,4,243
929579,SXSW CLOSE TO DOWNTOWN!!!,5004628,Lauren,78703,30.276167546458808,-97.76189033739105,Entire home/apt,800,5,0,,,1,365
5482299,Downtown Apartment Great for SXSW,6864276,Stephen,78703,30.273732251273827,-97.75618887095548,Entire home/apt,325,1,0,,,1,227
5260110,SXSW Modern- Newly Renovated,2381059,Mattt,78703,30.29916897347911,-97.75916768132656,Entire home/apt,1432,1,0,,,1,217
5607471,Private room/bath in artist home,14614955,Geoffrey,78703,30.283206894962312,-97.76967345269443,Private room,300,1,0,,,1,216
3033025,Interior Designer's Austin Cottage,15449691,Christina,78703,30.288229133152388,-97.76479530705565,Entire home/apt,349,2,0,,,1,354
747956,Tarrytown Tree House,3927739,Haley,78703,30.306932943620104,-97.76900459143499,Entire home/apt,2800,1,0,,,1,365
2488191,Tarrytown 2br townhome w/ backyard,12733833,Preston,78703,30.29225756494048,-97.76018306862768,Entire home/apt,495,3,0,,,1,365
2419974,La Casa Grande,11339436,Sasha,78703,30.29085378817945,-97.7660993312567,Entire home/apt,300,2,4,2015-08-28,0.26,1,88
5318154,Hands Down Best SXSW Large Home,26494605,Steve,78703,30.276173892317537,-97.75821196957693,Entire home/apt,1400,1,0,,,1,244
4037944,"Close to Downtown, UT & Festivals!",2016775,Linda,78703,30.293298869238033,-97.77710924850132,Entire home/apt,225,2,1,2015-09-28,0.73,1,361
8524165,Lovely cottage in gorgeous area,44883511,Abby,78703,30.289983411959238,-97.7673467959762,Entire home/apt,175,2,1,2015-10-12,1.0,1,350
2473891,Charming Carriage House,12653102,Mike,78703,30.28755680449868,-97.76267407331258,Entire home/apt,800,1,0,,,1,365
5648389,"Two bedrooms/1 bath, sitting area",4992178,Alfred,78703,30.2914064229324,-97.75464583120451,Private room,250,2,0,,,1,90
763084,Classic Central Austin Home ,4022974,Mary K.,78703,30.296042646696172,-97.77188127305658,Entire home/apt,2199,3,1,2014-03-11,0.05,1,365
2350353,Beautiful SXSW Tarrytown Home,1407108,Heather,78703,30.292082786351862,-97.76508530180251,Entire home/apt,750,5,0,,,2,365
2378277,Bedroom in Tarrytown ATX-,11827341,Kathleen,78703,30.28679249786746,-97.7699739029492,Private room,150,3,1,2014-03-12,0.05,1,365
22982,Private Clarksville $160/nt ,89031,Gina,78703,30.280273477972145,-97.75595562290295,Entire home/apt,160,2,46,2015-11-03,0.67,1,315
7871674,1 Br Clarksville Apartment,41486726,Shannon,78703,30.28117160600129,-97.76075369015965,Entire home/apt,85,1,10,2015-10-28,4.17,1,209
2423738,Cozy Downtown Bungalow,12387534,Elizabeth,78703,30.279116883158736,-97.75544426036656,Entire home/apt,175,2,18,2015-11-03,1.35,1,364
1267686,Charming Apt A Minute From Downtown,3147060,Casey,78703,30.28323974556687,-97.75680233947314,Entire home/apt,100,2,24,2015-07-05,0.83,1,352
3294395,6th Street Skyline Condo - Downtown,1488733,Brooke,78703,30.271351999983764,-97.75486174811951,Entire home/apt,215,2,4,2015-05-25,0.28,17,239
704372,Central Austin Dream House,3614096,Leah,78703,30.29172282980341,-97.77460525987287,Entire home/apt,1200,3,5,2015-10-12,0.15,1,365
1979797,"ACL, F1,SXSW Tarrytown 4bed/3.5bath",10217229,Abraham,78703,30.290114001412345,-97.76949593910852,Entire home/apt,1250,3,2,2015-03-23,0.1,1,365
3317622,2 Bed 2 Bath Condo for ACL or F1,16750092,Meghan,78703,30.291503262185522,-97.77036773029111,Entire home/apt,500,1,1,2015-03-19,0.13,1,365
2380283,Updated Craftsman-Near Everything!,6836046,Gordie,78703,30.294631028209643,-97.7633576652426,Entire home/apt,999,5,1,2014-03-13,0.05,1,365
8565114,Private Room and Bathroom in DT!,935407,Carrie,78703,30.26881313940115,-97.75572353624037,Private room,129,1,0,,,14,63
5205430,La Casa Grande,5547468,Cayce,78703,30.289869577480694,-97.76482264068319,Entire home/apt,300,2,2,2015-10-12,0.29,3,88
5495668,"4 bedrooms plus office, sleeps 10",17333333,Kate,78703,30.300864690711627,-97.76298480298841,Entire home/apt,1389,1,0,,,4,365
5396786,Clean Eclectic Downtown Apartment,1852030,Collin And Lyndsey,78703,30.285043492708642,-97.76202199664435,Entire home/apt,200,1,19,2015-10-26,2.42,1,355
964594,Adorable Clarksville Townhouse,5258646,Mary,78703,30.283325671054826,-97.75891535421057,Entire home/apt,450,2,4,2014-11-04,0.14,1,363
3819181,Comfy 1/1 apartment in Clarksville!,1412590,Craig,78703,30.28325370288051,-97.76136079084968,Entire home/apt,129,2,27,2015-10-27,2.07,1,347
4454431,"Downtown home, parking, sleeps 8-10",21933352,Matt,78703,30.28475770957616,-97.76307763131722,Entire home/apt,250,2,8,2015-08-17,0.66,1,363
8603787,Fabulous Clarksville Condo,45268109,Rob,78703,30.281485984968533,-97.75742308896021,Entire home/apt,785,3,0,,,1,14
2385103,Downtown Soho Luxury,12182520,Olivia,78703,30.27772837357409,-97.75484396237326,Entire home/apt,439,5,3,2015-06-12,0.38,1,365
2585785,Quiet condo walkable to everything,13239716,Rashad,78703,30.276115889439826,-97.75579741539616,Entire home/apt,298,2,1,2015-10-12,1.0,1,365
4089452,"Townhouse in Old West Austin, TX",5074906,Sandra,78703,30.27654834784064,-97.75878638485729,Entire home/apt,200,1,1,2015-10-04,0.83,1,317
3686862,3BR/2BA Downtown House with Pool,4641823,Erica,78703,30.285165657610715,-97.76270211106451,Entire home/apt,299,2,10,2015-10-13,0.73,7,335
8482662,Charming 2/2.5 - Amazing Location!,19448278,Allison,78703,30.28350264850566,-97.7578566927598,Entire home/apt,200,7,2,2015-09-30,1.2,2,277
4064803,Clarksville/Old West Austin Triplex,21082008,Stephanie,78703,30.2817739982154,-97.75795341086236,Entire home/apt,345,1,4,2015-10-09,0.36,3,365
2354263,SXSW DOWNTOWN HOME--CLARKSVILLE,12022747,Kat And Steve,78703,30.279706153477573,-97.75974891308012,Entire home/apt,1200,3,1,2014-03-12,0.05,1,310
5615688,Casita Lorrain in Clarksville,29107694,Brenda,78703,30.27832407750979,-97.7558799498556,Entire home/apt,185,1,0,,,1,360
8554169,Treehouse in the heart of downtown,1975482,G,78703,30.279669735670023,-97.76549365512535,Private room,85,2,3,2015-10-27,2.81,1,60
1664692,Central Austin Luxury Garage Apt,8816698,Michelle,78703,30.289638127058407,-97.75740984477501,Entire home/apt,199,2,29,2015-11-02,1.15,1,356
5270815,SXSW!!!!!,27283435,Simeon,78703,30.26924946828419,-97.7546376045514,Entire home/apt,999,1,0,,,1,249
8356445,"Historic downtown home, sleeps 11",4745284,Sunee,78703,30.27761924964362,-97.75776250994056,Entire home/apt,350,2,4,2015-10-20,3.0,2,347
2049254,Sweet Central Suite!,10503694,Christina,78703,30.291225084035506,-97.76059869939712,Entire home/apt,109,2,83,2015-10-26,4.14,2,274
8722518,private bedroom in shared apartment,10021086,Kara,78703,30.279077117830795,-97.77627735782335,Private room,30,1,0,,,1,41
196432,Live on 6th St - Enjoy SXSW,956485,Dee,78703,30.274951018970388,-97.76536874023874,Entire home/apt,75,2,16,2015-03-19,0.32,2,220
364025,Perfect for ACL. Walk everywhere!,1839064,Adriana,78703,30.27406691482141,-97.7534509329767,Entire home/apt,190,3,4,2015-10-06,0.12,1,204
4065037,Old West Austin/Clarksville Triplex,21082008,Stephanie,78703,30.28251352467336,-97.75831151416945,Entire home/apt,400,1,2,2015-03-29,0.25,3,365
770721,1 bedroom apartment in Clarksville,4065715,Pam,78703,30.280673212869626,-97.75811878944144,Entire home/apt,250,1,4,2015-10-26,0.12,1,308
8306685,Austin Tarrytown F1 Weekend Estate,41628396,James,78703,30.29570159708759,-97.7537203274087,Entire home/apt,10000,3,0,,,1,33
2918176,2BR/2.5BA Stunning Downtown Apt!,4641823,Erica,78703,30.273093733548546,-97.75589590068589,Entire home/apt,450,2,8,2015-10-11,1.04,7,329
8327772,Perfect F1 Fest Downtown Luxury Apt,1649731,Steven,78703,30.267768289520987,-97.75307644497522,Entire home/apt,104,1,7,2015-11-03,5.25,6,347
2524955,9th Over Lamar: 2 BR suite downtown,12928071,David,78703,30.27406573985176,-97.75393915083622,Entire home/apt,200,1,53,2015-10-19,2.71,1,332
4996627,Central - Walk to Everything in ATX,25763522,Amy,78703,30.27923907389814,-97.77205074492349,Entire home/apt,179,2,11,2015-10-27,1.4,1,337
8128334,Tarrytown Bungalow,40116927,Katherine,78703,30.293451219681195,-97.76503513104024,Entire home/apt,1000,2,0,,,1,340
7997122,Just listed! Perfect for ACL/SXSW,39956809,Jo,78703,30.278183050127844,-97.75345847713793,Entire home/apt,308,3,2,2015-10-27,1.82,1,234
347342,"F1 - No Car, No Cab, No Problem",6846310,Evan,78703,30.27434325130218,-97.75466080444514,Entire home/apt,1500,1,1,2012-03-13,0.02,1,365
4815071,"Downtown Austin Home SXSW, ACL, F1",24797843,Paula,78703,30.278568485729505,-97.75909489197485,Entire home/apt,275,3,0,,,1,310
8711707,Great 1.5BR w/ parking on West 6th,13222469,Rajal,78703,30.273668632425718,-97.76134023313163,Entire home/apt,250,2,0,,,1,361
365191,Cozy Apt. On W. 6th St-Rent for F1!,1844282,Samantha,78703,30.274994946717392,-97.7644725315182,Entire home/apt,150,2,9,2015-03-22,0.2,1,359
5047683,Tarrytown for SXSW,26054081,Ben,78703,30.28821086546647,-97.77250726289115,Entire home/apt,500,1,0,,,1,272
1125837,Large 4 bedroom home downtown!,2928693,Kate,78703,30.276357283632283,-97.75887968175478,Entire home/apt,600,4,3,2015-05-31,0.48,1,236
2855712,Austin Treehouse,7440744,Jenny,78703,30.273454170364598,-97.75701308790916,Entire home/apt,165,2,32,2015-11-01,1.86,2,364
319716,DOWNTOWN 6th St 1 Bedroom Apartment,1639202,Kristin,78703,30.27292759222079,-97.757358945376,Entire home/apt,150,6,6,2015-03-19,0.16,1,359
5272994,4/4 Maison Pemberton,27297050,Ken & Mary Beth,78703,30.29515539571307,-97.7553018341034,Entire home/apt,548,2,5,2015-09-27,0.68,1,188
700855,Entire Adorable Downtown House,2214820,Alexander,78703,30.279962376139274,-97.76135929824416,Entire home/apt,295,2,3,2015-03-17,0.09,1,309
5557742,Spacious 3BD Modern Condo ,4644511,David,78703,30.288838192477012,-97.77447491956435,Entire home/apt,1200,1,0,,,1,221
2423840,Downtown Clarksville Craftsman Home,832736,Jess And Jonathan,78703,30.27451913173075,-97.75967695950335,Entire home/apt,425,1,6,2015-10-13,0.45,2,359
622062,Artist Studio in Downtown Austin,437941,Aimee,78703,30.27633930551137,-97.75922716898542,Entire home/apt,140,1,52,2015-10-13,1.32,1,364
2989690,6th Street | Modern Luxury | Lake,14890667,Rapha,78703,30.274592575148397,-97.76105854431331,Entire home/apt,129,1,3,2015-10-26,2.65,1,355
5381350,Clarksville Georgian Home,27894763,Katie,78703,30.283305184339643,-97.76129507479095,Entire home/apt,1250,1,0,,,1,237
2409435,Walk to Downtown Austin!,12315215,Adrienne And Shane,78703,30.279766507154108,-97.75287497086235,Entire home/apt,500,3,4,2015-03-16,0.2,1,345
8132344,NEW Downtown Luxury - Capitol Views,1521421,,78703,30.269554534190675,-97.75283490582923,Entire home/apt,245,3,1,2015-10-24,1.0,1,78
3053308,Retro Central Austin Suite,12039578,Michaela,78703,30.307522364464564,-97.7523668831108,Private room,48,1,83,2015-10-22,6.24,2,53
1803353,Downtown Clarksville Cottage,9454445,Jordana,78703,30.279658172383773,-97.75693302428805,Entire home/apt,950,1,3,2015-03-22,0.15,2,365
5839381,1 bed/1 bath on west 6th St in ATX,30317894,Robyn,78703,30.27622836678004,-97.76236240189323,Entire home/apt,125,2,5,2015-10-19,0.77,1,309
3441118,Fantastic Tarrytown 5BD Home,9728130,Julie,78703,30.297390532266263,-97.77754752359813,Entire home/apt,450,5,3,2015-03-22,0.2,1,249
8897550,Updated Downtown Austin Bungalow,22299444,Adam,78703,30.283724264616893,-97.77066575030857,Entire home/apt,450,1,0,,,2,327
8325963,Private Room Only 2 Miles from ACL!,26079071,Chase,78703,30.28987518022837,-97.78370154728105,Private room,150,3,0,,,1,32
5213051,Spacious + Beautiful Downtown Loft,21650580,,78703,30.267174819190586,-97.75289512903437,Entire home/apt,600,1,1,2015-03-17,0.13,1,263
6570493,Downtown Austin - Tiny Tasteful Apt,32535697,Chet,78703,30.277353467118264,-97.75303568764929,Entire home/apt,125,1,41,2015-11-07,8.04,2,317
2493678,Cozy 3BD/2BR Central 5 Min from DT,12677497,Christopher,78703,30.303067269090906,-97.75707813472359,Entire home/apt,375,1,1,2015-03-19,0.13,1,365
4099322,1BR Superb Tarrytown Townhouse,4641823,Erica,78703,30.300297420516035,-97.7809343587388,Entire home/apt,150,2,7,2015-09-08,0.92,7,296
8064256,Be my houseguest in Old West Austin,21290188,Gwen,78703,30.275386911762187,-97.7568016167277,Private room,75,1,2,2015-11-01,2.0,1,351
4820267,Stunning downtown guesthouse studio,10292686,Brian,78703,30.28122690099284,-97.75994998477958,Entire home/apt,125,1,7,2015-07-19,0.95,2,250
953640,Charming Austin Flat- Walk to FFF!,5167280,Dustee,78703,30.274108750403613,-97.76448550888,Private room,109,1,20,2015-10-16,0.61,1,364
5303955,Clarksville Nest,135887,Mia,78703,30.276402757552614,-97.7595829169742,Entire home/apt,200,2,1,2015-03-19,0.13,1,280
2010358,Austin Tiny House with Bikes!,2145939,Brad,78703,30.27636838878785,-97.75969614882223,Entire home/apt,75,1,92,2015-11-01,4.21,1,348
5901889,The Waterston House,29040266,Marjorie,78703,30.280091754320694,-97.76013642817072,Entire home/apt,235,2,14,2015-10-27,2.31,1,136
8294001,2BR Austin Rental close to Downtown,43229696,Zach,78703,30.30165219504138,-97.75540734388927,Entire home/apt,500,3,0,,,1,365
5279393,W. 6th St  One bedroom,27173402,Kevin,78703,30.27225677411188,-97.75887291188438,Entire home/apt,300,2,0,,,1,259
823032,"Austin, TX    SXSW March 2013 ",4318138,Jean,78703,30.302290920393734,-97.7536854662827,Entire home/apt,925,2,0,,,1,365
2267004,"3BR/2.5BA Tarrytown Duplex, Austin!",4641823,Erica,78703,30.29880264600295,-97.78042987418941,Entire home/apt,249,2,4,2015-10-19,0.27,7,336
8556408,Apartment 1 Mile North Of Zilker!,45039579,Lizzie,78703,30.288407468431267,-97.7662555825704,Entire home/apt,350,1,0,,,1,17
5640082,One Bedroom Duplex w/ Maid Service,29229145,,78703,30.28668285878425,-97.77108323370199,Entire home/apt,195,1,0,,,1,214
5631693,Charming Downtown Flat,29187714,Jarin,78703,30.27907022788517,-97.7536070863198,Entire home/apt,600,4,1,2015-03-21,0.13,1,214
2461909,ACL Perfection: 1/1 Walk to Shows!,4285129,Kirsten,78703,30.271370636054712,-97.75626733090662,Entire home/apt,600,3,0,,,3,23
7901478,Bedroom 25 min walk from ACL & SXSW,8009490,Aaron,78703,30.281467546498906,-97.76234232220376,Private room,199,2,0,,,1,15
2332927,Perfect SXSW 2 Bed/2 Bath Rental,11915921,Whitney,78703,30.28507806063625,-97.76152566439876,Entire home/apt,700,1,0,,,1,365
6461701,Modern Apartment- Pemberton Heights,33745329,Leann,78703,30.29927823998496,-97.75303189147004,Entire home/apt,49,2,0,,,1,158
7902095,Cute Bungalow/historical district,7695770,Nathan,78703,30.30520793369737,-97.75457515419193,Entire home/apt,240,2,1,2015-10-25,1.0,1,69
7902105,Awesome House Downtown Austin,8197854,Paul,78703,30.277756593300797,-97.75573385348702,Entire home/apt,600,1,0,,,1,360
2266107,Downtown Condo,8514132,Lauren,78703,30.269910343343398,-97.75089339130005,Entire home/apt,175,3,4,2015-07-17,0.2,1,127
5510194,SXSW - Sunny Attic Studio,8180027,Molly,78703,30.27962604719625,-97.75206844763792,Entire home/apt,300,2,1,2015-03-16,0.13,1,225
5084388,Your SXSW Oasis - Modern Loft Condo,973213,Zach,78703,30.288186251290487,-97.772062027346,Entire home/apt,1000,1,0,,,1,268
5805293,Southern Comfort,30118476,Jenna,78703,30.30206354089986,-97.75289633320057,Entire home/apt,500,1,0,,,1,326
